ID,Category,Sub_Cat,Gov_Pvt,Facility,Tehsil,Admin 2,Admin 1,Latitude,Longitude
2483,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AL-SHIFA WELFARE HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.92375000000,71.55753300000
2484,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,REHMAN MEDICAL INSTITUTE RMI,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99682474260,71.44680507780
2485,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,JAPAN HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98065000000,71.52128000000
2486,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,ALI MEDICAL CENTRE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.03903100000,71.63919200000
2487,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,HEALTH CARE HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.90173300000,71.53976600000
2488,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,ABASEEN HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00244400000,71.56018600000
2489,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR AKHTAR BASHEER CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.96001800000,71.57484700000
2490,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,KHATAK MEDICAL CENTRE & HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00410000000,71.56061900000
2491,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,INSTITUTE OF RADIOTHERAPY AND NUCLEAR MEDICINE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99855700000,71.48522000000
2492,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,CITY HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02822900000,71.60063000000
2493,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SHIFA MATERNITY HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02161500000,71.58213800000
2494,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,PRIME HOSPITAL COMPLEX,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.03698200000,71.53029400000
2495,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MEDI CARE HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99381600000,71.47505000000
2496,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,RAHIM MEDICAL CENTRE AND HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01547000000,71.58305900000
2497,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,DOCTORS HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99768300000,71.46557000000
2498,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,NASIR MOHMAND SURGICAL HOSPITAL & MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00660398820,71.59197127120
2499,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,KIDNEY DISEASE CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99206460590,71.44656428100
2500,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,BURN UNIT,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01061600000,71.57126700000
2501,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,CASUALTY DEPARTMENT,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01091900000,71.57110500000
2502,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,EYE & ENT BLOCK,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01018100000,71.56922800000
2503,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,GYNEA & OBSTETRICS WARD,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00966400000,71.56887200000
2504,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,NASEER TEACHING HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00748965560,71.46218799710
2505,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AMAN WELFARE HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99920400000,71.49263200000
2506,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,POLY CLINIC HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98322900000,71.55981600000
2507,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,BADAR MATERNITY HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98933489060,71.48788307270
2508,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,INTERNATIONAL COMMITTEE OF THE RED CROSS HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99592100000,71.48962600000
2509,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,HAFEEZ TEACHING HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00199500000,71.50429300000
2510,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AMAN HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00252250700,71.55970733960
2511,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,HABIB MEDICAL COMPLEX,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00399900000,71.55751200000
2512,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,GERMAN HOMEOPATHIC HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00833500000,71.52166000000
2513,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MERCY TEACHING HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00776600000,71.52230900000
2514,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,CARDIOLOGY AND HEAD AND NECK SURGERY DEPARTMENT,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01103000000,71.57020400000
2515,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,NORTHWEST GENERAL HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99413100000,71.43576600000
2516,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,REHMAN MEDICAL INSTITUTE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99232764340,71.43599511240
2517,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,HAIR PLUS INTERNATIONAL PESHAWAR CENTRE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00194500000,71.49880300000
2518,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,KUWAIT TEACHING HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00341100000,71.50024600000
2519,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SARDAR BEGUM DENTAL HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98879450750,71.49825214840
2520,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,CMH FAMILY WING,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00280300000,71.53864100000
2521,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,FAUJI FOUNDATION HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00095700000,71.53214900000
2522,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,NOOR WELFARE HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00700644530,71.59585324750
2523,GENERAL PHYSICIAN,CLINIC,PRIVATE,CLINIC (DR RUKHSANA),PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01570628720,71.61008329010
2524,SPECIALIST,CLINIC,PRIVATE,SHAFIQUE PSYCHIATRIC CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00827257430,71.51080702300
2525,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,AL SHIFA MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.91746332110,71.55667506700
2526,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,PAKEEZA HEALTH CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99886445570,71.60079142430
2527,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AFSHAN HOME CARE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99959620920,71.59853263600
2528,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,SHIFA GYNAE MATERNITY CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00503857750,71.58748150150
2529,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR SAIRA ALTAF CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00275800020,71.56090455660
2530,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,KHYBAR MEDICAL CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00449063260,71.55987350530
2531,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SAID ANWAR MEDICAL CENTRE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00400503950,71.55561358070
2532,DENTAL CLINIC,CLINIC,PRIVATE,GILANI'S DENTAL CARE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98016249980,71.44049639170
2533,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,PESHAWAR INSTITUTE OF MEDICAL SCIENCE AND MEDICAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99239475390,71.43790165320
2534,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,PAIN LEES MEDICAL COMPLEX,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99551552620,71.43743933990
2535,DENTAL CLINIC,CLINIC,PRIVATE,ABDULLAH DENTAL CARE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.96207759750,71.44120384870
2536,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR ANISA AFRIDI CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02211882920,71.49119957620
2537,GENERAL PHYSICIAN,CLINIC,PRIVATE,JOHAR KHATOON CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99187187790,71.49792448120
2538,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,REHMAN HEALTH CARE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00710351260,71.60879323930
2539,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR NOOR MUHAMMAD CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01022167290,71.59866049510
2540,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,FAMILY HEALTH CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02019995410,71.65110913280
2541,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,SANA MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00910031140,71.67456560190
2542,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SHEEREN GUL MEDICAL CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02457888620,71.59390937740
2543,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,FAMILY HEALTH CARE CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02343715660,71.59317003900
2544,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR ASLAM CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01475157900,71.58377439700
2545,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,AL SHIFA ZACHA BACHA CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01201128420,71.58393525580
2546,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99388723100,71.59537173480
2547,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR INAYAT REHMAN SARAH HEALTH CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98382284280,71.50189797910
2548,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,OAIN RELI AND MOTHER CHILD CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98532069420,71.49317946610
2549,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,BADABER SERVICES HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.92075071040,71.55312993660
2550,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR MUSHRRAF KHAN CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.93431269580,71.51794617620
2551,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,HOSPITAL FAIZ 6 HAYATABAD HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.94946003410,71.43192062710
2552,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MUHAMMADI HOSPITAL (MH) PAKISTAN HEART FOUNDATION,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98299848940,71.44353850380
2553,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MOHAMMAD MEDICAL COMPLEX,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98840533890,71.43405952020
2554,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,PPCC (PIPOS PATIENT CARE CENTTR),PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98961843050,71.43598499010
2555,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SHAUKAT KHANAM CANCER HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99315736730,71.44000679770
2556,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR ALIF KHAN HASHIMZADA CLINIC & PHARMACY,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99781372150,71.47280241300
2557,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MINHAS HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99085642330,71.49128251240
2558,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,PESHAWAR EYE CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00628885000,71.52715713510
2559,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,PESHAWAR KIDNEY CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00334742590,71.56082607170
2560,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02333621920,71.56749194640
2561,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SHERA KERA HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.75090955310,71.59193099470
2562,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,ZOHRA KHATOON HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99062466990,71.49624981090
2563,GENERAL PHYSICIAN,CLINIC,PRIVATE,MEHNAZ CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00326100890,71.69654249170
2564,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR.AMTIYAZ CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.90973884870,71.47341401650
2565,DENTAL CLINIC,CLINIC,PRIVATE,DENTAL CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00892737170,71.56753526700
2566,DENTAL CLINIC,CLINIC,PRIVATE,CHAMKNI DENTAL CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01412736260,71.58193957450
2567,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,AYESHA MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02237789500,71.60463101380
2568,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,NAYYAB MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02370033700,71.61335853640
2569,GENERAL PHYSICIAN,CLINIC,PRIVATE,TAHIRA JABEEN CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01017713970,71.59027864200
2570,GENERAL PHYSICIAN,CLINIC,PRIVATE,ROBINA REHMAN CLINIC,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01186666870,71.59231644430
2571,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99622003650,71.48847156960
2572,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99552000850,71.48824744050
2573,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,KHOSHHAL HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02238432980,71.53993975170
2574,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL SYED PHARMACY,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99712324110,71.49226800000
2575,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,SHAHEEN CHEMIST,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99710071260,71.49225898860
2576,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SMILE AGAIN HOSPITAL BADABER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.90728686290,71.55794404630
2577,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,FAZAL WAHAB MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99214950290,71.59731353930
2578,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-UMAIR MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01092248940,71.59296161330
2579,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,SUBHAN MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01661110060,71.58001322580
2580,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,FIDA MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00689311610,71.56512186820
2581,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,HAIDER MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99554882350,71.55888007930
2582,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,SALEEM MEDICAL STORE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99436564080,71.44902832630
2583,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,HEALTH CARE CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00435563090,71.63946759840
2584,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,HEALTH CENTRE,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.05505824050,71.57320217040
2585,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,HEALTH CARE CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00031735380,71.49429370950
2586,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,SARHAD PHARMACY & DRUGGIST,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01144772280,71.57185231670
2587,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,AL SHIFA MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.05202396530,71.54259009420
2588,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,ASIA MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99293662410,71.57448305330
2589,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,ZAINAB MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.94857525400,71.43423885290
2590,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,KALSUM MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99262545210,71.49127476320
2591,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,KULSOOM MATERNITY HOME,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99087540840,71.49155585520
2592,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU JHAGRA,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00692400000,71.66986700000
2593,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,ORAL & DENTAL HOSPITAL PESHAWAR,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01557500000,71.57251200000
2594,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,CARDIAC REHABILITATION CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99278100000,71.44779300000
2595,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,GOVT. MATERNITY HOSPITAL PESHAWAR,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01408069660,71.58031944480
2596,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,GOVT. SERVICES HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98512349970,71.56157967230
2597,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,MEDICAL CENTRE FOR FEDERAL GOVT. SERVANTS,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02404900000,71.55393300000
2598,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,DEPARTMENT OF SURGERY,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99724000000,71.48551600000
2599,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,MISSION HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00322610120,71.55727759990
2600,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU WADPAGA,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.03918700000,71.64091400000
2601,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,SURI ZAI BALA GOVT. HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.94894900000,71.59243400000
2602,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,HAYATABAD MEDICAL COMPLEX,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99207100000,71.44997300000
2603,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,WAPDA HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.02345300000,71.55746600000
2604,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,POLICE & SERVICES HOSPITAL PESHAWAR,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01307600000,71.55770200000
2605,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,CITY HOSPITAL KOHAT ROAD PESHAWAR,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.98313200000,71.56076200000
2606,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,CMH PESHAWAR,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00313000000,71.54269000000
2607,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,GOVT. LADY READING HOSPITAL PESHAWAR,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.01128300000,71.56890500000
2608,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,CANTONMENT BOARD HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.99468200000,71.53859400000
2609,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,URBAN DISPENSARY LANDI ARBAB,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.97941361890,71.54950591140
2610,MATERNITY HOME,MEDICAL SERVICES,GOVERNMENT,ZACHA BACHA CENTER,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00338581820,71.58105700300
2611,MCH CENTRE,MCH,GOVERNMENT,MCH CENTER RED CROSS,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.97863435890,71.51985083520
2612,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,UMEEDABAD DISPENSARY,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.97628140550,71.52789974010
2613,BASIC HEALTH UNIT,BHU,GOVERNMENT,SRCS BHU,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00004357090,71.44821666110
2614,TB,MEDICAL FACILITIES,GOVERNMENT,TB HOSPITAL,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00006561440,71.44752914690
2615,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU SUFAID DHERI,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.08634784790,71.42950899390
2616,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,GULLI GHARAI DISPENSARY,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.11494242360,71.43118456120
2617,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU REGAI,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.00616377800,71.44183559100
2618,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU KAFOOR DHERI,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.10586488700,71.43785564060
2619,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU FAQIR KILLI,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.13319007540,71.44549984860
2620,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU LANDI BALA/SANGO,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.93690614200,71.46534413390
2621,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU SANGO LANDI,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,33.93516029630,71.47175692590
2622,RURAL HEALTH CENTER,RHC,GOVERNMENT,RHC GARA TAJIK,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.13179678350,71.47467505040
2623,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU MATHRA,PESHAWAR,PESHAWAR,KHYBER PAKHTUNKHWA,34.10332350340,71.47909510140
