UID,Category,Sub_Cat,Gov_Pvt,Facility,Admin 3,Admin 2,Admin 1,Latitude,Longitude,Facility Type
1446-fac2,Basic Health Unit,Bhu,Government,Kharkai Dheri,Sam Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.46951928,71.93949022,Bhu
1447-fac2,Basic Health Unit,Bhu,Government,Wartair,Sam Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.51943467,71.95246885,Bhu
1448-fac2,Mch Centre,Mch,Government,Mch Center Dargai,Sam Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.50358679,71.89797536,x
1469-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Null Thana,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.63781379,72.0689443,x
1470-fac2,Rural Health Center,Rhc,Government,Dheri Alladand,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.609056,72.021829,Rhc
1471-fac2,General Hospitals,Medical Facilities,Government,Bahadur Khan Rozai Khan Memorial Hospital,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61308828,71.95983869,x
1472-fac2,General Hospitals,Medical Facilities,Government,Saraj Shaheed Hospital,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61252641,71.95945342,x
1473-fac2,District Headquarter Hospital,Dhq,Government,Dhq Hospital Batkhela,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61160778,71.96042777,x
1474-fac2,Veterinary,Clinic,Government,Veterinary Hospital,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.6125048,71.959154,x
1475-fac2,General Hospitals,Medical Facilities,Government,Category -D Hospital Loe Agra,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.58523869,71.6930089,x
1476-fac2,Basic Health Unit,Bhu,Government,Agra,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.60134392,71.70107578,Bhu
1477-fac2,Dispensary,Medical Facilities,Government,Dispensary Agra,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.59839778,71.71626023,x
1478-fac2,Basic Health Unit,Bhu,Government,Meikh Band,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.48987447,71.71936769,Bhu
1479-fac2,Basic Health Unit,Bhu,Government,Kot,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.517733,71.73098973,Bhu
1480-fac2,Dispensary,Medical Facilities,Government,Civil Dispy Manzari Baba Kot,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.4859453,71.73390477,x
1481-fac2,Basic Health Unit,Bhu,Government,Totai,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.47808138,71.76224559,Bhu
1482-fac2,Basic Health Unit,Bhu,Government,Brah,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.49660532,71.77451191,Bhu
1483-fac2,Basic Health Unit,Bhu,Government,Pirkhel,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.58280814,71.80413752,Bhu
1484-fac2,General Hospitals,Medical Facilities,Government,Category -D Hospital Totakan,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61893749,71.81963631,x
1485-fac2,Dispensary,Medical Facilities,Government,Dispensary Dheri Alladand,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61426813,71.90134674,x
1486-fac2,Basic Health Unit,Bhu,Government,Khar,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61318234,71.93548185,Bhu
1487-fac2,Basic Health Unit,Bhu,Government,Dheri Alladand,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61400079,72.01799239,Bhu
1488-fac2,Basic Health Unit,Bhu,Government,Thana,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.62865376,72.046466,Bhu
1489-fac2,Agency Headquarter Hospital,Ahq,Government,Ahq Hospital Batkhela,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.62091599,71.97339611,x
1490-fac2,Tb,Medical Facilities,Government,T.B.Hospital Rangmala,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.57503714,71.91970595,x
1491-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Malakand,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.56368453,71.92842065,x
1492-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Centre,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.57731094,71.92377617,x
1493-fac2,Leprosy Centre,Medical Facilities,Government,Leprsoy Clinic At Dhq Hospital Batkhela,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61128971,71.96052249,x
1494-fac2,Basic Health Unit,Bhu,Government,Gunyar Thana,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.6087537,72.06712464,Bhu
1495-fac2,Basic Health Unit,Bhu,Government,Palai,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.51745928,72.08834244,Bhu
1496-fac2,Mch Centre,Mch,Government,Mch Center Batkhela,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.61160778,71.96042777,x
1497-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Bazdara Bala Palai,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.50638017,72.06773551,x
1498-fac2,Basic Health Unit,Bhu,Government,Mura Banda,Swat Ranizai,Malakand PA,Khyber Pakhtunkhwa,34.5576645,72.1187279,Bhu
1516-fac2,Basic Health Unit,Bhu,Government,Jabbari Kaleesh,Balakot,Mansehra,Khyber Pakhtunkhwa,34.471421,73.379703,Bhu
1517-fac2,General Hospitals,Medical Facilities,Government,Benazir Bhutto Shaheed Hospital & Maternity Home,Balakot,Mansehra,Khyber Pakhtunkhwa,34.54967366,73.35528899,x
1518-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Balakot,Balakot,Mansehra,Khyber Pakhtunkhwa,34.54655836,73.35007415,x
1519-fac2,Basic Health Unit,Bhu,Government,Sholal Najaf Khan,Balakot,Mansehra,Khyber Pakhtunkhwa,34.479332,73.349273,Bhu
1520-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Garhi Habibullah,Balakot,Mansehra,Khyber Pakhtunkhwa,34.402087,73.383844,x
1521-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Manoor,Balakot,Mansehra,Khyber Pakhtunkhwa,34.59681593,73.34049126,x
1522-fac2,Mch Centre,Mch,Government,Govt. Mch Ctr Balakot,Balakot,Mansehra,Khyber Pakhtunkhwa,34.55417023,73.34852141,x
1523-fac2,Basic Health Unit,Bhu,Government,Sanggar,Balakot,Mansehra,Khyber Pakhtunkhwa,34.57894194,73.37262562,Bhu
1524-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Ghanool,Balakot,Mansehra,Khyber Pakhtunkhwa,34.61166054,73.4410602,x
1525-fac2,Rural Health Center,Rhc,Government,Kawai,Balakot,Mansehra,Khyber Pakhtunkhwa,34.63898867,73.46127542,Rhc
1526-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Kaghan,Balakot,Mansehra,Khyber Pakhtunkhwa,34.77830112,73.52798601,x
1527-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Kanshian,Balakot,Mansehra,Khyber Pakhtunkhwa,34.53019062,73.39423965,x
1528-fac2,Basic Health Unit,Bhu,Government,Talhatta,Balakot,Mansehra,Khyber Pakhtunkhwa,34.44665494,73.36135317,Bhu
1529-fac2,Basic Health Unit,Bhu,Government,Naran.,Balakot,Mansehra,Khyber Pakhtunkhwa,34.93327662,73.66500739,Bhu
1530-fac2,Basic Health Unit,Bhu,Government,Jareed,Balakot,Mansehra,Khyber Pakhtunkhwa,34.6772439,73.55939417,Bhu
1531-fac2,Leprosy Centre,Medical Facilities,Government,Leprosy Clinic Ghari Habib Ullah,Balakot,Mansehra,Khyber Pakhtunkhwa,34.402087,73.383844,x
1532-fac2,Leprosy Centre,Medical Facilities,Government,Leprosy Asylum Balakot,Balakot,Mansehra,Khyber Pakhtunkhwa,34.54655836,73.35007415,x
1533-fac2,Leprosy Centre,Medical Facilities,Government,Leprosy Clinic Jareed,Balakot,Mansehra,Khyber Pakhtunkhwa,34.6772439,73.55939417,x
1697-fac2,Basic Health Unit,Bhu,Government,Chaman Sharif,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.35068315,73.25150353,Bhu
1698-fac2,Basic Health Unit,Bhu,Government,Pano Dheri,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.360053,73.197357,Bhu
1699-fac2,Basic Health Unit,Bhu,Government,Attarshisha,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.39376592,73.30608738,Bhu
1700-fac2,Basic Health Unit,Bhu,Government,Gandian,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.392401,73.212095,Bhu
1701-fac2,Basic Health Unit,Bhu,Government,Jabba,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.423857,73.31121,Bhu
1702-fac2,Basic Health Unit,Bhu,Government,Jabori,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.473526,73.259245,Bhu
1703-fac2,Basic Health Unit,Bhu,Government,Kotli Bala,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.51362512,73.21157297,Bhu
1704-fac2,Basic Health Unit,Bhu,Government,Chattar,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.601797,73.112944,Bhu
1705-fac2,Basic Health Unit,Bhu,Government,Mohar,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.316354,72.9586,Bhu
1706-fac2,District Headquarter Hospital,Dhq,Government,Dhq Hospital Mansehra,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.32553747,73.19980086,x
1707-fac2,Children Hospital,Medical Facilities,Government,Children Hospital,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.382255,73.28556,x
1708-fac2,Basic Health Unit,Bhu,Government,Sandesar.,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.369353,73.266124,Bhu
1709-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Phulra,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.333432,73.055621,x
1710-fac2,Rural Health Center,Rhc,Government,Chattar Plain,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.610672,73.121314,Rhc
1711-fac2,General Hospitals,Medical Facilities,Government,Irfan Neuro-Psychiatry & General Hospital,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.32502517,73.20212031,x
1712-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Baffa,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.439537,73.215898,x
1713-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Nawaz Abad,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.568497,73.137842,x
1714-fac2,General Hospitals,Medical Facilities,Government,Hospital Compound For Earthquake Affectees,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.3265994,73.19645363,x
1715-fac2,Rural Health Center,Rhc,Government,Trangri,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.435992,73.162066,Rhc
1716-fac2,General Hospitals,Medical Facilities,Government,Fauji Foundation Hospital Mansehra,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.31657152,73.21018324,x
1717-fac2,Rural Health Center,Rhc,Government,Chowki,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.45130539,73.13156186,Rhc
1718-fac2,Basic Health Unit,Bhu,Government,Mohalla Jabri,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.3357607,73.20321864,Bhu
1719-fac2,Rural Health Center,Rhc,Government,Lasssan Nawab Sahib,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.27292504,72.97739647,Rhc
1720-fac2,Basic Health Unit,Bhu,Government,Kandar Shagai,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.34371239,73.00384546,Bhu
1721-fac2,Rural Health Center,Rhc,Government,Khawarai,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.26100348,73.11905891,Rhc
1722-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Khaki,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.40895174,73.12712238,x
1723-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Shingal Kot,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.56882247,73.12820534,x
1724-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Battal,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.59625592,73.14903843,x
1725-fac2,Basic Health Unit,Bhu,Government,Trangri Sabir Shah,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.44223787,73.16319858,Bhu
1726-fac2,Mch Centre,Mch,Government,Govt. Mch Ctr Baffa,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.33398417,73.19749278,x
1727-fac2,Rural Health Center,Rhc,Government,Shinkiari,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.47082093,73.27406938,Rhc
1728-fac2,Basic Health Unit,Bhu,Government,Jusacha,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.67657713,73.28668533,Bhu
1729-fac2,Tb,Medical Facilities,Government,Tb Clinic Mansehra,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.35229338,73.20118598,x
1730-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Khanian,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.37822417,73.12652947,x
1731-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Ahal,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.34089845,73.019313,x
1732-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Jabbar Gali,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.52763819,73.24345,x
1733-fac2,Basic Health Unit,Bhu,Government,Hilkot,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.61191706,73.16823706,Bhu
1734-fac2,Basic Health Unit,Bhu,Government,Panjool,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.65765832,73.25091614,Bhu
1735-fac2,Leprosy Centre,Medical Facilities,Government,Leprosy Clinic Mansehra,Mansehra,Mansehra,Khyber Pakhtunkhwa,34.32553747,73.19980086,x
1738-fac2,Basic Health Unit,Bhu,Government,Bandi Shhugli,Oghi,Mansehra,Khyber Pakhtunkhwa,34.497282,73.017215,Bhu
1739-fac2,Basic Health Unit,Bhu,Government,Khabal,Oghi,Mansehra,Khyber Pakhtunkhwa,34.553093,73.058609,Bhu
1740-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Oghi,Oghi,Mansehra,Khyber Pakhtunkhwa,34.50401261,73.0161328,x
1741-fac2,Rural Health Center,Rhc,Government,Oghi,Oghi,Mansehra,Khyber Pakhtunkhwa,34.543969,72.977543,Rhc
1742-fac2,Basic Health Unit,Bhu,Government,Chandoor,Oghi,Mansehra,Khyber Pakhtunkhwa,34.26250535,72.91380718,Bhu
1743-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Darband,Oghi,Mansehra,Khyber Pakhtunkhwa,34.3708511,72.87122207,x
1744-fac2,Basic Health Unit,Bhu,Government,Kharmari,Oghi,Mansehra,Khyber Pakhtunkhwa,34.28393048,72.91006729,Bhu
1745-fac2,Basic Health Unit,Bhu,Government,Shungli Payan,Oghi,Mansehra,Khyber Pakhtunkhwa,34.483168,72.92131139,Bhu
1746-fac2,Basic Health Unit,Bhu,Government,Kot Gali,Oghi,Mansehra,Khyber Pakhtunkhwa,34.46582728,72.94644662,Bhu
1747-fac2,Basic Health Unit,Bhu,Government,Karori,Oghi,Mansehra,Khyber Pakhtunkhwa,34.39382533,72.96208418,Bhu
1748-fac2,Basic Health Unit,Bhu,Government,Devali,Oghi,Mansehra,Khyber Pakhtunkhwa,34.52280382,72.98377827,Bhu
1749-fac2,Basic Health Unit,Bhu,Government,Shergarh,Oghi,Mansehra,Khyber Pakhtunkhwa,34.45791328,72.98937383,Bhu
1750-fac2,Basic Health Unit,Bhu,Government,Kathai,Oghi,Mansehra,Khyber Pakhtunkhwa,34.5232936,73.08548331,Bhu
1751-fac2,Basic Health Unit,Bhu,Government,Nambal,Oghi,Mansehra,Khyber Pakhtunkhwa,34.41807246,72.95152412,Bhu
1752-fac2,Basic Health Unit,Bhu,Government,Kandar,Oghi,Mansehra,Khyber Pakhtunkhwa,34.49552348,72.98185957,Bhu
1753-fac2,Leprosy Centre,Medical Facilities,Government,Leprosy Clinic Kot Gali,Oghi,Mansehra,Khyber Pakhtunkhwa,34.46582728,72.94644662,x
1756-fac2,Rural Health Center,Rhc,Government,Jamal Garhi (Upgrade Into Rhc),Katlang,Mardan,Khyber Pakhtunkhwa,34.31644581,72.07289886,Bhu
1757-fac2,Basic Health Unit,Bhu,Government,Ikram Pura(Baizo Kharkai),Katlang,Mardan,Khyber Pakhtunkhwa,34.49793882,72.01743625,Bhu
1758-fac2,Basic Health Unit,Bhu,Government,Kohi Barmol,Katlang,Mardan,Khyber Pakhtunkhwa,34.48332829,72.11242125,Bhu
1759-fac2,Basic Health Unit,Bhu,Government,Kathi Ghari,Katlang,Mardan,Khyber Pakhtunkhwa,34.34444283,72.00363406,Bhu
1760-fac2,Basic Health Unit,Bhu,Government,Sawal Dher,Katlang,Mardan,Khyber Pakhtunkhwa,34.31035631,72.10357296,Bhu
1761-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Guli Bagh,Katlang,Mardan,Khyber Pakhtunkhwa,34.31808821,72.05233405,x
1762-fac2,Rural Health Center,Rhc,Government,Katlang,Katlang,Mardan,Khyber Pakhtunkhwa,34.35725502,72.07249704,Rhc
1763-fac2,Basic Health Unit,Bhu,Government,Alo,Katlang,Mardan,Khyber Pakhtunkhwa,34.43360435,72.05574774,Bhu
1764-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Qasmai,Katlang,Mardan,Khyber Pakhtunkhwa,34.45335336,72.0565077,x
1765-fac2,Basic Health Unit,Bhu,Government,Mian Khan,Katlang,Mardan,Khyber Pakhtunkhwa,34.45392394,72.15792745,Bhu
1766-fac2,Basic Health Unit,Bhu,Government,Gulyara,Katlang,Mardan,Khyber Pakhtunkhwa,34.31518652,72.06321672,Bhu
1767-fac2,Dispensary,Medical Facilities,Government,Urban Disp. Sikandari Koronna,Katlang,Mardan,Khyber Pakhtunkhwa,34.42922585,72.09183995,x
1768-fac2,Basic Health Unit,Bhu,Government,Kata Khat,Katlang,Mardan,Khyber Pakhtunkhwa,34.31672439,72.03000811,Bhu
2011-fac2,Mch Centre,Mch,Government,Govt.Mch Ctr Phs Mardan,Mardan,Mardan,Khyber Pakhtunkhwa,34.19606364,72.03269301,x
2040-fac2,General Hospitals,Medical Facilities,Government,Ladies Hospital Mardan,Mardan,Mardan,Khyber Pakhtunkhwa,34.19303782,72.04618435,x
2041-fac2,Basic Health Unit,Bhu,Government,Akbar Abad,Mardan,Mardan,Khyber Pakhtunkhwa,34.14098849,71.97883642,Bhu
2042-fac2,Basic Health Unit,Bhu,Government,Khazana Dheri,Mardan,Mardan,Khyber Pakhtunkhwa,34.1710966,71.94712508,Bhu
2043-fac2,Basic Health Unit,Bhu,Government,Jamra,Mardan,Mardan,Khyber Pakhtunkhwa,34.175704,71.98842908,Bhu
2044-fac2,Rural Health Center,Rhc,Government,Gujar Garhi (Upgrade Into Rhc),Mardan,Mardan,Khyber Pakhtunkhwa,34.23010827,72.01462804,Bhu
2045-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Bughdada,Mardan,Mardan,Khyber Pakhtunkhwa,34.21007666,72.03646382,x
2046-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Kass Koroona,Mardan,Mardan,Khyber Pakhtunkhwa,34.2095923,72.04467251,x
2047-fac2,General Hospitals,Medical Facilities,Government,Cmh Hospital Mardan,Mardan,Mardan,Khyber Pakhtunkhwa,34.2004841,72.04373042,x
2048-fac2,Sub-Health Center,Shc,Government,Shc Sugar Cane Mardan,Mardan,Mardan,Khyber Pakhtunkhwa,34.20151207,72.04265268,x
2049-fac2,Mch Centre,Mch,Government,Govt. Mch Ctr Hoti Mardan,Mardan,Mardan,Khyber Pakhtunkhwa,34.19099117,72.06545248,x
2050-fac2,Basic Health Unit,Bhu,Government,Check Mardan,Mardan,Mardan,Khyber Pakhtunkhwa,34.1833456,72.05323686,Bhu
2051-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Daga Piran,Mardan,Mardan,Khyber Pakhtunkhwa,34.21285879,72.05483699,x
2052-fac2,Basic Health Unit,Bhu,Government,Char Banda,Mardan,Mardan,Khyber Pakhtunkhwa,34.22724148,72.05207118,Bhu
2053-fac2,Dispensary,Medical Facilities,Government,Urban Disp. Sheikh Maltoon,Mardan,Mardan,Khyber Pakhtunkhwa,34.14673757,72.03814665,x
2054-fac2,Basic Health Unit,Bhu,Government,Mayar,Mardan,Mardan,Khyber Pakhtunkhwa,34.16412776,72.08693861,Bhu
2055-fac2,Basic Health Unit,Bhu,Government,Ghala Dher,Mardan,Mardan,Khyber Pakhtunkhwa,34.11967258,72.05639968,Bhu
2056-fac2,Basic Health Unit,Bhu,Government,Bago Banda,Mardan,Mardan,Khyber Pakhtunkhwa,34.10270474,72.05847084,Bhu
2057-fac2,Basic Health Unit,Bhu,Government,Shamatpur,Mardan,Mardan,Khyber Pakhtunkhwa,34.11987311,72.0999264,Bhu
2058-fac2,Basic Health Unit,Bhu,Government,Qasam,Mardan,Mardan,Khyber Pakhtunkhwa,34.1295092,72.13479868,Bhu
2059-fac2,Basic Health Unit,Bhu,Government,Kodinaka,Mardan,Mardan,Khyber Pakhtunkhwa,34.10221177,72.20289363,Bhu
2060-fac2,Rural Health Center,Rhc,Government,Gumbat,Mardan,Mardan,Khyber Pakhtunkhwa,34.14321322,72.18965222,Rhc
2061-fac2,Basic Health Unit,Bhu,Government,Mohib Banda,Mardan,Mardan,Khyber Pakhtunkhwa,34.19701453,72.11474528,Bhu
2062-fac2,Basic Health Unit,Bhu,Government,Kot Ismail Zai,Mardan,Mardan,Khyber Pakhtunkhwa,34.19665068,72.15270287,Bhu
2063-fac2,Basic Health Unit,Bhu,Government,Ghari Daulatzai,Mardan,Mardan,Khyber Pakhtunkhwa,34.20094937,72.16653381,Bhu
2064-fac2,Rural Health Center,Rhc,Government,Shahbaz Garhi,Mardan,Mardan,Khyber Pakhtunkhwa,34.22669728,72.14806498,Rhc
2065-fac2,Basic Health Unit,Bhu,Government,Baghichadheri,Mardan,Mardan,Khyber Pakhtunkhwa,34.2290238,72.20786933,Bhu
2066-fac2,Basic Health Unit,Bhu,Government,Fatima,Mardan,Mardan,Khyber Pakhtunkhwa,34.26346633,72.07769741,Bhu
2067-fac2,Basic Health Unit,Bhu,Government,Bakhshali,Mardan,Mardan,Khyber Pakhtunkhwa,34.28414674,72.15142563,Bhu
2068-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Gujrat,Mardan,Mardan,Khyber Pakhtunkhwa,34.28895459,72.16809454,x
2069-fac2,Sub-Health Center,Shc,Government,Shc Khairabad,Mardan,Mardan,Khyber Pakhtunkhwa,34.28828521,72.21147925,x
2070-fac2,Basic Health Unit,Bhu,Government,Machai,Mardan,Mardan,Khyber Pakhtunkhwa,34.30497193,72.29492075,Bhu
2071-fac2,Basic Health Unit,Bhu,Government,Charguli,Mardan,Mardan,Khyber Pakhtunkhwa,34.32088372,72.23299428,Bhu
2072-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Rustam,Mardan,Mardan,Khyber Pakhtunkhwa,34.34801467,72.28351568,x
2073-fac2,Basic Health Unit,Bhu,Government,Rustam,Mardan,Mardan,Khyber Pakhtunkhwa,34.34508852,72.28036978,Bhu
2074-fac2,Basic Health Unit,Bhu,Government,Aman Kot,Mardan,Mardan,Khyber Pakhtunkhwa,34.37032646,72.36473241,Bhu
2075-fac2,Rural Health Center,Rhc,Government,Palo Dehri (Upgrade Into Rhc),Mardan,Mardan,Khyber Pakhtunkhwa,34.35281481,72.19525511,Bhu
2076-fac2,Basic Health Unit,Bhu,Government,Shamozai,Mardan,Mardan,Khyber Pakhtunkhwa,34.38567688,72.13552337,Bhu
2077-fac2,Basic Health Unit,Bhu,Government,Sikandar Koruna,Mardan,Mardan,Khyber Pakhtunkhwa,34.2037007,72.05906209,Bhu
2078-fac2,Basic Health Unit,Bhu,Government,Babozai,Mardan,Mardan,Khyber Pakhtunkhwa,34.41953838,72.15123299,Bhu
2079-fac2,Basic Health Unit,Bhu,Government,Miangano Killay,Mardan,Mardan,Khyber Pakhtunkhwa,34.13618715,71.97124057,Bhu
2080-fac2,Basic Health Unit,Bhu,Government,Mohabat Abad,Mardan,Mardan,Khyber Pakhtunkhwa,34.14971091,72.01769611,Bhu
2081-fac2,Dispensary,Medical Facilities,Government,Dar-Ul-Shifa Medical Dispensary,Mardan,Mardan,Khyber Pakhtunkhwa,34.19334096,72.03932288,x
2082-fac2,Dispensary,Medical Facilities,Government,Zaib Dispensary,Mardan,Mardan,Khyber Pakhtunkhwa,34.19177085,72.05467228,x
2083-fac2,General Hospitals,Medical Facilities,Government,Zanana Bawaseer Hospital,Mardan,Mardan,Khyber Pakhtunkhwa,34.19916043,72.02725925,x
2084-fac2,District Headquarter Hospital,Dhq,Government,Dhq Hospital Mardan.,Mardan,Mardan,Khyber Pakhtunkhwa,34.19125581,72.04526331,x
2085-fac2,Rural Health Center,Rhc,Government,Toru,Mardan,Mardan,Khyber Pakhtunkhwa,34.14551407,72.10542398,Rhc
2086-fac2,Basic Health Unit,Bhu,Government,Garhi Ismail Zai,Mardan,Mardan,Khyber Pakhtunkhwa,34.28188911,72.16568709,Bhu
2087-fac2,Leprosy Centre,Medical Facilities,Government,Leprosy Clinic Mardan,Mardan,Mardan,Khyber Pakhtunkhwa,34.19125581,72.04526331,x
2088-fac2,Tb,Medical Facilities,Government,Swiss T.B.Hospital Bughdada,Mardan,Mardan,Khyber Pakhtunkhwa,34.20818879,72.03275233,x
2089-fac2,Tb,Medical Facilities,Government,Tb Clinic Mardan.,Mardan,Mardan,Khyber Pakhtunkhwa,34.19161154,72.04400696,x
2116-fac2,Basic Health Unit,Bhu,Government,Fazle Abad,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.29001232,71.88059316,Bhu
2117-fac2,Basic Health Unit,Bhu,Government,Peer Sado,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.33812832,71.85004909,Bhu
2118-fac2,Dispensary,Medical Facilities,Government,Civil Disp. Khan Kotety,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.34979182,71.8665529,x
2119-fac2,Basic Health Unit,Bhu,Government,Dheri Lakpani,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.3160585,71.8734475,Bhu
2120-fac2,Basic Health Unit,Bhu,Government,Takkar,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.28557083,71.89925067,Bhu
2121-fac2,Basic Health Unit,Bhu,Government,Jalala,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.33694276,71.89839516,Bhu
2122-fac2,Basic Health Unit,Bhu,Government,Hattian,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.38520486,71.92473012,Bhu
2123-fac2,Sub-Health Center,Shc,Government,Shc Parkho Dehri,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.3295253,71.93823082,x
2124-fac2,Rural Health Center,Rhc,Government,Takhtbahi,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.27949406,71.92560543,Rhc
2125-fac2,Basic Health Unit,Bhu,Government,Mian Killi,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.27580184,71.94114973,Bhu
2126-fac2,Basic Health Unit,Bhu,Government,Parkho Dheri,Takht Bhai,Mardan,Khyber Pakhtunkhwa,34.32971763,71.94018494,Bhu
