Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Match,Latitude,Longitude
Health Facility,Khyber Pakhtunkhwa,Buner,4,Charorai,2659-inv,Bhu,489-fac2,Charorai,34.39510732,72.70717122
Health Facility,Khyber Pakhtunkhwa,Buner,4,Cheena,2661-inv,Bhu,429-fac2,Buner Children Hospital,34.508184,72.326396
Health Facility,Khyber Pakhtunkhwa,Buner,4,Dukada,2663-inv,Bhu,427-fac2,Dokada,34.633076,72.420498
Health Facility,Khyber Pakhtunkhwa,Buner,4,Elai,2665-inv,Bhu,434-fac2,Ellai,34.51034349,72.43059984
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gagra,2668-inv,Bhu,449-fac2,Gagra,34.47449918,72.53801359
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gokand,2671-inv,Bhu,437-fac2,Gokand,34.66642462,72.5109165
Health Facility,Khyber Pakhtunkhwa,Buner,4,Koga,2673-inv,Bhu,480-fac2,Koga,34.390898,72.510644
Health Facility,Khyber Pakhtunkhwa,Buner,4,Koga Camp Imc,2676-inv,Bhu,0-x,District,34.4323,72.48586
Health Facility,Khyber Pakhtunkhwa,Buner,4,Korya,2677-inv,Bhu,484-fac2,Koreya,34.41215946,72.61734063
Health Facility,Khyber Pakhtunkhwa,Buner,4,Langaw,2679-inv,Bhu,436-fac2,Langow,34.58652182,72.30412433
Health Facility,Khyber Pakhtunkhwa,Buner,4,Malka,2682-inv,Bhu,487-fac2,Malka,34.33797807,72.68826872
Health Facility,Khyber Pakhtunkhwa,Buner,4,Nawakili,2684-inv,Bhu,0-x,District,34.4323,72.48586
Health Facility,Khyber Pakhtunkhwa,Buner,4,Pander,2687-inv,Bhu,425-fac2,Daggar(Buner),34.496543,72.462428
Health Facility,Khyber Pakhtunkhwa,Buner,4,Toorwarsak,2688-inv,Bhu,431-fac2,Toor Warsak,34.51350993,72.36567708
Health Facility,Khyber Pakhtunkhwa,Buner,4,Topai,2689-inv,Bhu,454-fac2,Topai,34.64795175,72.67761556
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhunonsar,2690-inv,x,0-x,District,34.4323,72.48586
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amazai,2691-inv,Cd,488-fac2,Amazi,34.40913543,72.59057352
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amnawer,2693-inv,Cd,450-fac2,Amnawar,34.51126123,72.551215
Health Facility,Khyber Pakhtunkhwa,Buner,4,Anghopor,2694-inv,Cd,432-fac2,Anghapur,34.49350495,72.39915036
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bagra,2695-inv,Cd,435-fac2,Baggra,34.58520732,72.51570684
Health Facility,Khyber Pakhtunkhwa,Buner,4,Budal,2696-inv,Cd,452-fac2,Budal,34.49228222,72.65001659
Health Facility,Khyber Pakhtunkhwa,Buner,4,Changlai,2698-inv,Cd,483-fac2,Chinglai,34.29705321,72.50599587
Health Facility,Khyber Pakhtunkhwa,Buner,4,Ghazi Kot,2700-inv,Cd,0-x,District,34.4323,72.48586
Health Facility,Khyber Pakhtunkhwa,Buner,4,Khanano Derai,2703-inv,Cd,485-fac2,Khannno Dherai,34.42136028,72.66554413
Health Facility,Khyber Pakhtunkhwa,Buner,4,Chamla Nawagi,2705-inv,Ch,0-x,District,34.4323,72.48586
Health Facility,Khyber Pakhtunkhwa,Buner,4,Totalai,2707-inv,Ch,481-fac2,Totalai,34.197295,72.499498
Health Facility,Khyber Pakhtunkhwa,Buner,4,Clinic Dr Javed Iqbal,2710-inv,x,0-x,District,34.4323,72.48586
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bunir At Daggar,2711-inv,Dhq,0-x,District,34.4323,72.48586
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amazai,2725-inv,Rhc,488-fac2,Amazi,34.40913543,72.59057352
Health Facility,Khyber Pakhtunkhwa,Buner,4,Diwana Baba,2727-inv,Rhc,447-fac2,Diwana Baba,34.473852,72.584887
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gulbandi,2732-inv,Rhc,456-fac2,Gulbandi Hospital,34.61745928,72.64463554
Health Facility,Khyber Pakhtunkhwa,Buner,4,Jowar,2733-inv,Rhc,428-fac2,Leprosy Clinic Jower,34.54675,72.305561
Health Facility,Khyber Pakhtunkhwa,Buner,4,Pacha,2735-inv,Thq Hosp,426-fac2,Pachakallay,34.586468,72.44782
District,Khyber Pakhtunkhwa,Buner,3,Bunir,2746-inv,District Store,429-fac2,Buner Children Hospital,34.508184,72.326396
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Bhu,2788-inv,x,491-fac2,Baghi Bakhtiar,34.25644973,71.76592549
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Abazia,2789-inv,Bhu,531-fac2,Abazai,34.31949766,71.5959907
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Agra,2791-inv,Bhu,504-fac2,Agra,34.12129999,71.6886702
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Akbar Abad,2792-inv,Bhu,493-fac2,Akbar Abad,34.18206832,71.88180499
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Akhun Dheri,2793-inv,Bhu,495-fac2,Akone Dheri,34.15466536,71.70252154
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Bagh E Bakhtiar,2795-inv,Bhu,491-fac2,Baghi Bakhtiar,34.25644973,71.76592549
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Baholal,2797-inv,Bhu,867-fac1,Behlola,34.25447,71.84564
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Boobak,2798-inv,Bhu,498-fac2,Boobak,34.10879543,71.8639567
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dado Kaley,2801-inv,Bhu,0-x,District,34.25215,71.7035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Daulat Pura,2802-inv,Bhu,494-fac2,Daulat Pura,34.14714153,71.67818896
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dhakki,2803-inv,Bhu,542-fac2,Dhaki,34.30420055,71.77503017
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dosehra,2805-inv,Bhu,509-fac2,Dosehra,34.14277885,71.90945978
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Gandhara,2807-inv,Bhu,0-x,District,34.25215,71.7035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Ghonda Karkana,2808-inv,Bhu,0-x,District,34.25215,71.7035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Gulabad,2809-inv,Bhu,533-fac2,Gul Abad,34.2999015,71.66600019
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Hassanzai,2810-inv,Bhu,523-fac2,Hassan Zai,34.27002564,71.60334647
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Ibrahimzai,2812-inv,Bhu,508-fac2,Ibrahim Zai,34.13803747,71.85658809
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Kangra,2814-inv,Bhu,526-fac2,Kangra,34.20104002,71.60418719
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Katozai,2815-inv,Bhu,524-fac2,Katozai,34.28450266,71.59582994
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Landi Shah,2817-inv,Bhu,513-fac2,Landi Shah,34.17753722,71.84969902
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mahzara,2819-inv,Bhu,520-fac2,Mahzara,34.18172712,71.5926502
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mandani,2820-inv,Bhu,540-fac2,Mandanai,34.3444409,71.78796303
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mani Khela,2822-inv,Bhu,510-fac2,Mani Khela,34.16937551,71.90243981
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mata Mahzara,2823-inv,Bhu,0-x,District,34.25215,71.7035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mata Mughal Khel,2824-inv,Bhu,525-fac2,Matta Maghul Khell,34.28441668,71.56427543
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mohammad Nari,2825-inv,Bhu,517-fac2,Mohmand Nari,34.23460402,71.85151647
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Nisatta,2827-inv,Bhu,499-fac2,Nisatta,34.10373792,71.79690755
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Panjpao,2828-inv,Bhu,896-fac1,Pang Pao,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Rajjar,2829-inv,Bhu,492-fac2,Rajjar,34.1670148,71.75838035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Rashaki,2830-inv,Bhu,491-fac2,Baghi Bakhtiar,34.25644973,71.76592549
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sarki Pul,2832-inv,Bhu,518-fac2,Sarki Pul,34.24959707,71.80349901
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shaakh No 6,2833-inv,Bhu,497-fac2,Shakh No.6,34.2805575,71.80145935
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shaikhabad,2835-inv,Bhu,0-x,District,34.25215,71.7035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shiekho,2836-inv,Bhu,511-fac2,Sheikho,34.15680361,71.84182069
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Tarnab,2837-inv,Bhu,527-fac2,Tarnab,34.25577767,71.60153996
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Turangzai,2838-inv,Bhu,501-fac2,Turangzai,34.21630927,71.74698116
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Turlandi,2839-inv,Bhu,501-fac2,Turangzai,34.21630927,71.74698116
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Utmanzai,2842-inv,Bhu,537-fac2,Utmanzai,34.37961718,71.75706209
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Zareenabad,2843-inv,Bhu,0-x,District,34.25215,71.7035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Agra,2845-inv,Cd,504-fac2,Agra,34.12129999,71.6886702
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Charsadda,2846-inv,Cd,490-fac2,Charsadda,34.15318077,71.74601921
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shabqadar,2847-inv,Civil Hosp,522-fac2,Shabqadar,34.21526662,71.5488711
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Charsadda,2849-inv,Dhq,490-fac2,Charsadda,34.15318077,71.74601921
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Battagram,2850-inv,Rhc,529-fac2,Battagram,34.22412288,71.63298397
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Jamal Abad,2851-inv,Rhc,539-fac2,Jamal Abad (Upgrade To Cat-D Hospital),34.37016473,71.80275566
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sherpao,2852-inv,Rhc,535-fac2,Sherpao,34.26695317,71.69128076
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Umer Zai,2853-inv,Rhc,514-fac2,Umerzai (Upgrad To Rhc),34.23732222,71.72471102
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sd Sersheri,2854-inv,x,0-x,District,34.25215,71.7035
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Tangi,2855-inv,Thq Hosp,532-fac2,Tangi,34.29697728,71.65326098
District,Khyber Pakhtunkhwa,Charsadda,3,Charsada,2857-inv,District Store,490-fac2,Charsadda,34.15318077,71.74601921
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Akhsp,2880-inv,x,587-fac2,Leprosy Clinic At Dhq Hospital Chitral,35.852292,71.789185
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Arandu,2882-inv,x,25693-fac2,Arendu,35.31137438,71.55130958
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Arkari,2883-inv,x,576-fac2,Arkari,36.27940761,71.67220218
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Ayun,2884-inv,x,556-fac2,Ayun,35.71059558,71.70349112
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Bamborate,2887-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Bang,2888-inv,x,617-fac2,Bang,36.52801704,72.77058166
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Begust,2889-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Boni Medical Centre,2890-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Booni,2891-inv,x,589-fac2,Booni,36.27160905,72.25792366
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Breb,2892-inv,x,574-fac2,Barenis,36.0744876,72.03845839
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Brep,2893-inv,x,605-fac2,Breep,36.43137486,72.66624744
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Broz,2894-inv,x,563-fac2,Broze,35.74342342,71.79692863
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Charun,2895-inv,x,604-fac2,Chuing,36.31553194,72.57362312
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chitral,2896-inv,x,551-fac2,Chitral,35.852292,71.789185
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chitral Women And Children Block,2898-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chunij,2899-inv,x,604-fac2,Chuing,36.31553194,72.57362312
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Citral Women And Children Block,2900-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Drassin,2901-inv,x,607-fac2,Drassan,36.33661731,72.24596023
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Drosh,2905-inv,x,560-fac2,Drosh,35.54947731,71.79514804
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Ezh Garam Chishma 2,2908-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Garamchishma,2909-inv,x,552-fac2,Garam Chashma,35.99747959,71.5815197
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Harchin,2910-inv,x,583-fac2,Harohim,35.69561764,72.04597129
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Khut,2911-inv,x,579-fac2,Ashurate,35.31968105,71.76810183
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Koghuzi,2913-inv,x,568-fac2,Kaghuzai,35.94561844,71.93658674
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Kosht,2915-inv,x,569-fac2,Koshte,35.69737958,71.93380617
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Loon,2918-inv,x,589-fac2,Booni,36.27160905,72.25792366
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Mastuj,2919-inv,x,603-fac2,Mastuj,36.28064164,72.52323405
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Morilash,2921-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Moroi,2923-inv,x,571-fac2,Mori,36.01999218,72.00827038
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Nagar,2925-inv,x,611-fac2,Sanoghar,36.27432158,72.41321009
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Nishko,2926-inv,x,598-fac2,Nishkho,36.37609754,72.36247561
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Parahag,2927-inv,x,552-fac2,Garam Chashma,35.99747959,71.5815197
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Persan,2928-inv,x,607-fac2,Drassan,36.33661731,72.24596023
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Rech,2929-inv,x,586-fac2,Leprosy Clinic At C.H Drosh,35.53785274,71.81108838
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Reshun,2930-inv,x,593-fac2,Reshun,36.15671751,72.1013603
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shagram,2931-inv,x,612-fac2,Shagram,36.46108824,72.42714384
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shangush,2933-inv,x,590-fac2,Shongush Oweer,36.13557542,71.98269905
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shishi Kooh,2934-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shoghore,2935-inv,x,585-fac2,Shoghoor,36.01236357,71.70760272
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shotkhar,2937-inv,x,0-x,District,36.0644,72.53355
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Sinlast,2938-inv,x,624-fac2,Leprosy Clinic At Rhc Mastooj,36.27718166,72.52018028
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Sonoghur,2939-inv,x,558-fac2,Sonoghoor,36.01722079,71.76487237
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Susum,2940-inv,x,608-fac2,Kusham,36.32034183,72.27939596
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Tar,2941-inv,x,567-fac2,Tar (Shishikoh),35.63638481,71.88826738
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Zindrangram,2942-inv,x,606-fac2,Zondrangram Terich,36.25123898,71.83074668
District,Khyber Pakhtunkhwa,Chitral,3,Chitral,2943-inv,District Store,551-fac2,Chitral,35.852292,71.789185
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Abdul Khail,2962-inv,Bhu,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ara,2964-inv,Bhu,768-fac2,Awan,32.02374805,70.96727314
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Awan,2965-inv,Bhu,768-fac2,Awan,32.02374805,70.96727314
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bandkorai,2966-inv,Bhu,776-fac2,Band Kurai,32.06317694,70.93094048
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bilot,2967-inv,Bhu,762-fac2,Bilot Sharif,32.25974794,71.16074781
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Buddhani,2968-inv,Bhu,767-fac2,Budhnai,32.07740336,71.01957807
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Budh,2970-inv,Bhu,772-fac2,Budh,32.02879494,70.67589893
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Fateh,2971-inv,Bhu,778-fac2,Fateh,31.74858379,70.80482296
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Gara Essa Khan,2972-inv,Bhu,727-fac2,Gara Haji Isa Khan,31.67923991,70.53491474
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Giloti,2973-inv,Bhu,771-fac2,Giloti,32.16471868,70.75007409
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Jabar Wala,2974-inv,Bhu,718-fac2,Jabbar Wala,31.97148034,70.94255925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kathgar,2975-inv,Bhu,711-fac2,Zacha Bacha Clinic And Health Care Center,31.829386,70.901899
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kotla Lodhian,2976-inv,Bhu,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Lar,2979-inv,Bhu,766-fac2,Lar At Hafiz Abad,32.0921465,71.0714361
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Lunda,2981-inv,Bhu,776-fac2,Band Kurai,32.06317694,70.93094048
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Maddi,2982-inv,Bhu,733-fac2,Maddi,31.88524937,70.57274441
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mahra,2983-inv,Bhu,700-fac2,Combined Military Hospital,31.82624,70.921614
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Malana,2984-inv,Bhu,714-fac2,Mandra Kalan,31.93986095,70.9605767
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Muryali,2986-inv,Bhu,720-fac2,Maryali,31.80673798,70.89871044
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Musazai,2987-inv,Bhu,726-fac2,Musazai Sharif,31.67925392,70.36238478
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Patah,2988-inv,Bhu,785-fac2,Potah,31.45204065,70.37961816
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ramak,2989-inv,Bhu,786-fac2,Ramak,31.41294539,70.81859942
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Saggo,2990-inv,Bhu,716-fac2,Saggu,31.92654963,70.88679934
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Shore Kot,2991-inv,Bhu,717-fac2,Shor Kot,31.91113526,70.87839151
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Takwara,2992-inv,Bhu,737-fac2,Takwara,32.14786887,70.62818694
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Wnda Madat,2993-inv,Bhu,777-fac2,Wandha Madat,32.12063048,70.90291436
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Yarik,2994-inv,Bhu,773-fac2,Yarik,32.10431154,70.78712807
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Zafarabad Korai,2996-inv,Bhu,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bahadri,2997-inv,Cd,770-fac2,Bahadari,32.20208101,70.78832647
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Dhakki,2998-inv,Cd,761-fac2,Civil Dispensarykirri Khaisor,32.30173823,71.2026376
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Dinpur,3001-inv,Cd,758-fac2,Civil Dispensaryumer Khel,32.42459305,71.3113166
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Gara Bakhtiar,3003-inv,Cd,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Haji Mora,3004-inv,Cd,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Hattala,3005-inv,Cd,741-fac2,Hathala,32.04915456,70.57503817
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Muslim Bazar,3006-inv,Cd,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Naiwaila,3007-inv,Cd,788-fac2,Nawala,31.63021722,70.78409049
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ratta Kulachi,3008-inv,Cd,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Rehmani Khel,3009-inv,Cd,759-fac2,Rehmani Khel,32.38452954,71.12229557
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Yarik,3011-inv,Cd,773-fac2,Yarik,32.10431154,70.78712807
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Choudwan,3012-inv,Ch,729-fac2,Choudwan,31.5993818,70.34937144
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,2. Draban Kalan,3013-inv,Civil Hosp,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Chaudwan,3014-inv,Civil Hosp,729-fac2,Choudwan,31.5993818,70.34937144
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Islamia Colony,3016-inv,Mch,715-fac2,Islamia Colony (Ncb),31.82642373,70.90884183
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mmm Hosp,3017-inv,x,700-fac2,Combined Military Hospital,31.82624,70.921614
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kiri Shamo Zai,3018-inv,Rhc,784-fac2,Kirri Shamozai,31.41047527,70.48506754
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kot Jai,3019-inv,Rhc,764-fac2,Sidalian Kot Jai,32.1541575,71.08523684
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Tba Centre,3023-inv,x,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Pharpur,3024-inv,Thq Hosp,774-fac2,Paharpur,32.10381481,70.96947639
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kulachi,3028-inv,Thq,735-fac2,Kulachi,31.925019,70.464576
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Paroa,3031-inv,Thq,790-fac2,Paroa,31.54563734,70.7611402
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Type D Hosp Panyala,3033-inv,x,0-x,District,31.8885,70.75925
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Zhq Dera,3037-inv,x,0-x,District,31.8885,70.75925
District,Khyber Pakhtunkhwa,Dera Ismail Khan,3,Dikhan,3038-inv,District Store,761-fac2,Civil Dispensarykirri Khaisor,32.30173823,71.2026376
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Adizai,3067-inv,Bhu,1366-fac2,Khadakzai,34.64205835,71.88589174
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Aosake,3068-inv,Bhu,0-x,District,34.8493,71.8512
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Aras Kale,3069-inv,Bhu,1161-fac1,Ziarat Talash-Rural Health Centre,34.738271,71.867486
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Asgay,3071-inv,Bhu,1384-fac2,Arif Kalay,34.84601734,71.65991715
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Banda Talash,3072-inv,Bhu,1424-fac2,Banda Talash,34.8767621,71.93988665
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Beshegram,3074-inv,Bhu,1370-fac2,Bashigram,34.98192416,71.84298907
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chadara,3075-inv,Bhu,1356-fac2,Chakdara,34.65798476,72.03332207
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chakdara,3076-inv,Bhu,1356-fac2,Chakdara,34.65798476,72.03332207
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chinar Kot,3078-inv,Bhu,1367-fac2,Chinar Kot,34.92748565,71.7700172
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Damtal,3079-inv,Bhu,1392-fac2,Damtol,34.98992204,71.68902715
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Drangal,3080-inv,Bhu,1159-fac1,Drangal,34.9969,71.6547
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Gal,3081-inv,Bhu,1382-fac2,Govt. Veterinary Hospital,34.8260276,71.68489242
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Hayasin,3082-inv,Bhu,1415-fac2,Haya Serai,34.91512019,71.83009376
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khadakzai,3084-inv,Bhu,1366-fac2,Khadakzai,34.64205835,71.88589174
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khungi,3085-inv,Bhu,0-x,District,34.8493,71.8512
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Laghman Banda,3086-inv,Bhu,0-x,District,34.8493,71.8512
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Lajbok,3087-inv,Bhu,1411-fac2,Laj Book,34.9592454,71.89287987
