UID,Category,Sub_Cat,Gov_Pvt,Facility,Admin 3,Admin 2,Admin 1,Latitude,Longitude,Facility Type
687-fac2,Maternity Home,Medical Services,Private,Shaheen Maternity,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.84343853,70.91131466,x
688-fac2,Maternity Home,Medical Services,Private,Batool Maternity Home,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.8383876,70.91209735,x
689-fac2,Medical Stores,Medical Services,Private,New Alvi Medical Store,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.81435492,70.8949986,x
690-fac2,Medical Stores,Medical Services,Private,Alvi Medical Store,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.81515825,70.89559587,x
691-fac2,Medical Stores,Medical Services,Private,Waqas Medical Store,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.81522311,70.89564491,x
692-fac2,Diagnostic Centre,Medical Services,Private,Azim X-Ray,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.82356141,70.90844186,x
693-fac2,Maternity Home,Medical Services,Private,Munir Maternity Home,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.84816849,70.89871439,x
694-fac2,Maternity Home,Medical Services,Private,Neelofaer Maternity Home,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.84759951,70.90052071,x
695-fac2,General Hospitals,Medical Facilities,Government,Women Hospital,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.821737,70.906938,x
696-fac2,General Hospitals,Medical Facilities,Government,Mission Hospital,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.823037,70.897649,x
697-fac2,General Hospitals,Medical Facilities,Government,Cmh Family Section,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.82718,70.919942,x
698-fac2,Tb,Medical Facilities,Government,Tb Hospital,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.822118,70.903315,x
699-fac2,District Headquarter Hospital,Dhq,Government,Dhq Hospital D.I.Khan,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.823269,70.909493,x
700-fac2,General Hospitals,Medical Facilities,Government,Combined Military Hospital,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.82624,70.921614,x
701-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.824272,70.906035,x
702-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.856409,70.919028,x
703-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.871549,70.908465,x
704-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.846536,70.872815,x
705-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.846212,70.89448,x
706-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.852421,70.913411,x
707-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.805758,70.893335,x
708-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.836883,70.91781,x
709-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.83372,70.89786,x
710-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.836701,70.909849,x
711-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Clinic And Health Care Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.829386,70.901899,x
712-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.828511,70.906244,x
713-fac2,Basic Health Unit,Bhu,Government,Sheru Kohan,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.8008575,70.62150828,Bhu
714-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Mandra Kalan,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.93986095,70.9605767,x
715-fac2,Mch Centre,Mch,Government,Govt. Mch Center Islamia Colony (Ncb),D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.82642373,70.90884183,x
716-fac2,Basic Health Unit,Bhu,Government,Saggu,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.92654963,70.88679934,Bhu
717-fac2,Basic Health Unit,Bhu,Government,Shor Kot,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.91113526,70.87839151,Bhu
718-fac2,Basic Health Unit,Bhu,Government,Jabbar Wala,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.97148034,70.94255925,Bhu
719-fac2,Basic Health Unit,Bhu,Government,Zafar Abad Colony,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.84681448,70.84612554,Bhu
720-fac2,Basic Health Unit,Bhu,Government,Maryali,D.I.Khan,Dera Ismail Khan,Khyber Pakhtunkhwa,31.80673798,70.89871044,Bhu
721-fac2,Maternity Home,Medical Services,Private,Jamila Zacha Bacha Center,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.732801,70.332212,x
722-fac2,General Physician,Clinic,Private,Shabna Clinic,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.732217,70.332968,x
723-fac2,Maternity Home,Medical Services,Private,Fouzia Maternity Home,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.73993046,70.33056898,x
724-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Darban Kalan,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.731502,70.330463,x
725-fac2,Sub-Health Center,Shc,Government,Shc Kot Tagga,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.49719956,70.38005053,x
726-fac2,Basic Health Unit,Bhu,Government,Musazai Sharif,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.67925392,70.36238478,Bhu
727-fac2,Basic Health Unit,Bhu,Government,Gara Haji Isa Khan,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.67923991,70.53491474,Bhu
728-fac2,Basic Health Unit,Bhu,Government,Jandi Babar,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.60222995,70.50233022,Bhu
729-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Choudwan,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.5993818,70.34937144,x
730-fac2,Basic Health Unit,Bhu,Government,Kot Isa Khan,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.79750354,70.39353497,Bhu
731-fac2,Basic Health Unit,Bhu,Government,Gara Mada,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.84320122,70.33326004,Bhu
732-fac2,Basic Health Unit,Bhu,Government,Gandi Umar Khan,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.70124696,70.57550664,Bhu
733-fac2,Basic Health Unit,Bhu,Government,Maddi,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.88524937,70.57274441,Bhu
734-fac2,Mch Centre,Mch,Government,Govt. Mch Center Chodwan,Daraban,Dera Ismail Khan,Khyber Pakhtunkhwa,31.59799538,70.35194621,x
735-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Kulachi,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,31.925019,70.464576,x
736-fac2,Veterinary,Clinic,Government,Govt. Veterinary Hospital,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,31.92588951,70.46635234,x
737-fac2,Basic Health Unit,Bhu,Government,Takwara,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,32.14786887,70.62818694,Bhu
738-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Loni,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,31.95177466,70.34202555,x
739-fac2,Basic Health Unit,Bhu,Government,Rori,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,32.06254953,70.36740991,Bhu
740-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Mohabat,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,32.08075848,70.4876424,x
741-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Hathala,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,32.04915456,70.57503817,x
742-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Kulachi,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,31.91845656,70.46672553,x
743-fac2,Mch Centre,Mch,Government,Govt. Mch Center Kulachi,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,31.93006075,70.45234813,x
744-fac2,Basic Health Unit,Bhu,Government,Mir Bazi,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,32.23623821,70.64717605,Bhu
745-fac2,Basic Health Unit,Bhu,Government,Loni,Kulachi,Dera Ismail Khan,Khyber Pakhtunkhwa,31.95387509,70.34099074,Bhu
746-fac2,General Physician,Clinic,Private,Rukhsana Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.091937,70.989082,x
747-fac2,General Physician,Clinic,Private,Manzora Doctor Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.143071,71.090909,x
748-fac2,General Physician,Clinic,Private,Shamim Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,31.981461,70.971846,x
749-fac2,General Physician,Clinic,Private,Koser Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.10430034,70.97711492,x
750-fac2,General Physician,Clinic,Private,Faiz Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.107806,70.980231,x
751-fac2,General Physician,Clinic,Private,Amina Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.108219,70.979608,x
752-fac2,Maternity Home,Medical Services,Private,Ulfat Zacha Bacha,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.109274,70.981516,x
753-fac2,Maternity Home,Medical Services,Private,Bano Zacha Bacha Center,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.108863,70.976268,x
754-fac2,Maternity Home,Medical Services,Private,Riffat Zacha Bacha Center,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.108963,70.970296,x
755-fac2,Maternity Home,Medical Services,Private,Zacha Pacha Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.10117424,70.97346957,x
756-fac2,General Physician,Clinic,Private,Amina Clinic,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.1101705,70.97809661,x
757-fac2,Maternity Home,Medical Services,Government,Zacha Bacha Center,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.169737,71.091046,x
758-fac2,Dispensary,Medical Facilities,Government,Civil Dispensaryumer Khel,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.42459305,71.3113166,x
759-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Rehmani Khel,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.38452954,71.12229557,x
760-fac2,Basic Health Unit,Bhu,Government,Madi Khel,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.32308674,71.22251745,Bhu
761-fac2,Dispensary,Medical Facilities,Government,Civil Dispensarykirri Khaisor,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.30173823,71.2026376,x
762-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Bilot Sharif,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.25974794,71.16074781,x
763-fac2,Basic Health Unit,Bhu,Government,Roda,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,31.66773054,70.82620027,Bhu
764-fac2,Rural Health Center,Rhc,Government,Sidalian Kot Jai,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.1541575,71.08523684,Rhc
765-fac2,Basic Health Unit,Bhu,Government,Mangal,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.16766042,71.05058417,Bhu
766-fac2,Basic Health Unit,Bhu,Government,Lar At Hafiz Abad,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.0921465,71.0714361,Bhu
767-fac2,Basic Health Unit,Bhu,Government,Budhnai,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.07740336,71.01957807,Bhu
768-fac2,Basic Health Unit,Bhu,Government,Awan,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.02374805,70.96727314,Bhu
769-fac2,Mch Centre,Mch,Government,Govt. Mch Center Paniala,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.23743653,70.88074825,x
770-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Bahadari,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.20208101,70.78832647,x
771-fac2,Basic Health Unit,Bhu,Government,Giloti,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.16471868,70.75007409,Bhu
772-fac2,Basic Health Unit,Bhu,Government,Budh,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.02879494,70.67589893,Bhu
773-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Yarik,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.10431154,70.78712807,x
774-fac2,Mch Centre,Mch,Government,Govt. Mch Center Paharpur,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.10381481,70.96947639,x
775-fac2,Basic Health Unit,Bhu,Government,Gomal University Campus,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,31.90973396,70.81743471,Bhu
776-fac2,Basic Health Unit,Bhu,Government,Band Kurai,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.06317694,70.93094048,Bhu
777-fac2,Basic Health Unit,Bhu,Government,Wandha Madat,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.12063048,70.90291436,Bhu
778-fac2,Basic Health Unit,Bhu,Government,Fateh,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,31.74858379,70.80482296,Bhu
779-fac2,Rural Health Center,Rhc,Government,Paharpur,Paharpur,Dera Ismail Khan,Khyber Pakhtunkhwa,32.10801873,70.92883852,Rhc
780-fac2,General Physician,Clinic,Private,Naheed Clinic,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.57861134,70.76792971,x
781-fac2,General Physician,Clinic,Private,Ghulam Fati Ma Clinic,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.35064248,70.69073853,x
782-fac2,Sub-Health Center,Shc,Government,Shc Buzdar,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.33941087,70.42266926,x
783-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Din Pur,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.40125547,70.40883162,x
784-fac2,Rural Health Center,Rhc,Government,Kirri Shamozai,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.41047527,70.48506754,Rhc
785-fac2,Basic Health Unit,Bhu,Government,Potah,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.45204065,70.37961816,Bhu
786-fac2,Basic Health Unit,Bhu,Government,Ramak,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.41294539,70.81859942,Bhu
787-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Miran,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.39886993,70.70613087,x
788-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Nawala,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.63021722,70.78409049,x
789-fac2,Basic Health Unit,Bhu,Government,Jhock Kanara,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.55518587,70.76211489,Bhu
790-fac2,Rural Health Center,Rhc,Government,Paroa,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.54563734,70.7611402,Rhc
791-fac2,Basic Health Unit,Bhu,Government,Daraban Kurd,Paroa,Dera Ismail Khan,Khyber Pakhtunkhwa,31.69457049,70.79919544,Bhu
792-fac2,Medical Stores,Medical Services,Private,Bab Ul Madina Medical Center,Hangu,Hangu,Khyber Pakhtunkhwa,33.52520334,71.05445838,x
793-fac2,General Hospitals,Medical Facilities,Private,Al Shafa Hospital Ibrahimzai Pvt,Hangu,Hangu,Khyber Pakhtunkhwa,33.55887336,71.15113926,x
794-fac2,General Physician,Clinic,Private,Asma Hamid Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.5356076,71.06088001,x
795-fac2,Maternity Home,Medical Services,Private,Jamila Maternity Home,Hangu,Hangu,Khyber Pakhtunkhwa,33.53896675,71.07052912,x
796-fac2,Maternity Home,Medical Services,Private,Maternity Home,Hangu,Hangu,Khyber Pakhtunkhwa,33.53159498,71.06423005,x
797-fac2,General Physician,Clinic,Private,Dr. Abdur Rehman Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.53699555,71.07069227,x
798-fac2,General Physician,Clinic,Private,Dr. Musarat Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.53676392,71.07265204,x
799-fac2,General Hospitals,Medical Facilities,Private,Al-Zahra Hospital,Hangu,Hangu,Khyber Pakhtunkhwa,33.5337831,71.05905241,x
800-fac2,General Hospitals,Medical Facilities,Private,Babul Islam Hospital,Hangu,Hangu,Khyber Pakhtunkhwa,33.51901685,71.04863353,x
801-fac2,General Physician,Clinic,Private,Mustakeem Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.53088662,71.06012324,x
802-fac2,General Physician,Clinic,Private,Ali Mohsin Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.53137509,71.05814262,x
803-fac2,Dawakhana,Clinic,Private,Sharako Mula Dawakhana,Hangu,Hangu,Khyber Pakhtunkhwa,33.53095562,71.06027676,x
804-fac2,Veterinary,Clinic,Private,Animal Hospital,Hangu,Hangu,Khyber Pakhtunkhwa,33.53133604,71.06093487,x
805-fac2,General Physician,Clinic,Private,Nawab Hussain Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.53463892,71.06387383,x
806-fac2,General Physician,Clinic,Private,Dr. Hayat Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.53310558,71.06277247,x
807-fac2,General Physician,Clinic,Private,Dr. Fida Muhammad,Hangu,Hangu,Khyber Pakhtunkhwa,33.53391844,71.06310392,x
808-fac2,General Physician,Clinic,Private,Wali Shah Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.49472284,71.02763567,x
809-fac2,General Physician,Clinic,Private,Dr Jamila Rehman Clinic,Hangu,Hangu,Khyber Pakhtunkhwa,33.53796547,71.06789036,x
810-fac2,District Headquarter Hospital,Dhq,Government,Dhq Hospital Hangu,Hangu,Hangu,Khyber Pakhtunkhwa,33.53394689,71.06364937,x
811-fac2,Basic Health Unit,Bhu,Government,Ibrahim Zai,Hangu,Hangu,Khyber Pakhtunkhwa,33.55664836,71.15439956,Bhu
812-fac2,Basic Health Unit,Bhu,Government,Shahu Khel,Hangu,Hangu,Khyber Pakhtunkhwa,33.58780607,71.12171754,Bhu
813-fac2,Basic Health Unit,Bhu,Government,Darband,Hangu,Hangu,Khyber Pakhtunkhwa,33.51831069,70.98997097,Bhu
814-fac2,Basic Health Unit,Bhu,Government,Bilyamina,Hangu,Hangu,Khyber Pakhtunkhwa,33.50501829,70.90875906,Bhu
815-fac2,Basic Health Unit,Bhu,Government,Mohammad Khawaja,Hangu,Hangu,Khyber Pakhtunkhwa,33.44239156,70.91005559,Bhu
816-fac2,Basic Health Unit,Bhu,Government,Togh Serai,Hangu,Hangu,Khyber Pakhtunkhwa,33.44937433,70.979955,Bhu
817-fac2,Basic Health Unit,Bhu,Government,Kahi,Hangu,Hangu,Khyber Pakhtunkhwa,33.47502947,70.86113391,Bhu
818-fac2,General Hospitals,Medical Facilities,Government,F.C Hospital Hangu,Hangu,Hangu,Khyber Pakhtunkhwa,33.53584964,71.07828326,x
819-fac2,General Hospitals,Medical Facilities,Government,Police Hospital Hangu,Hangu,Hangu,Khyber Pakhtunkhwa,33.53914537,71.08033597,x
820-fac2,Veterinary,Clinic,Government,Animal Hospital,Hangu,Hangu,Khyber Pakhtunkhwa,33.53145932,71.06104707,x
821-fac2,District Headquarter Hospital,Dhq,Government,New Dhq Hospital Hangu,Hangu,Hangu,Khyber Pakhtunkhwa,33.50297928,71.03794798,x
822-fac2,Mch Centre,Mch,Government,Govt. Mch Ctr Hangu,Hangu,Hangu,Khyber Pakhtunkhwa,33.52827074,71.05274443,x
823-fac2,Tb,Medical Facilities,Government,Tb Clinic Dhq Hospital Hangu,Hangu,Hangu,Khyber Pakhtunkhwa,33.53316305,71.06399557,x
824-fac2,Basic Health Unit,Bhu,Government,Manji Khel,Hangu,Hangu,Khyber Pakhtunkhwa,33.46238684,70.96319649,Bhu
825-fac2,General Physician,Clinic,Private,Ayesha Clinic,Tall,Hangu,Khyber Pakhtunkhwa,33.36640657,70.55143927,x
826-fac2,General Physician,Clinic,Private,Dr. Zakir Clinic,Tall,Hangu,Khyber Pakhtunkhwa,33.36565277,70.54610612,x
827-fac2,General Physician,Clinic,Private,Dr. Sana Ullah Clinic,Tall,Hangu,Khyber Pakhtunkhwa,33.36595752,70.54881988,x
828-fac2,General Physician,Clinic,Private,Dr. Mushtaq Clinic,Tall,Hangu,Khyber Pakhtunkhwa,33.36546792,70.5503398,x
829-fac2,General Physician,Clinic,Private,Dr. Aslam Clinic,Tall,Hangu,Khyber Pakhtunkhwa,33.36462861,70.54717319,x
830-fac2,General Physician,Clinic,Private,Dr. Fida Muhammad Clinic,Tall,Hangu,Khyber Pakhtunkhwa,33.36453557,70.55094891,x
831-fac2,General Hospitals,Medical Facilities,Private,Faizan Hospital,Tall,Hangu,Khyber Pakhtunkhwa,33.41806895,70.68967149,x
832-fac2,Basic Health Unit,Bhu,Government,Sarozai,Tall,Hangu,Khyber Pakhtunkhwa,33.42641173,70.78522663,Bhu
833-fac2,Basic Health Unit,Bhu,Government,Darsamand,Tall,Hangu,Khyber Pakhtunkhwa,33.43788109,70.66274974,Bhu
834-fac2,Basic Health Unit,Bhu,Government,Dalan,Tall,Hangu,Khyber Pakhtunkhwa,33.36049203,70.63575327,Bhu
835-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Thall,Tall,Hangu,Khyber Pakhtunkhwa,33.36755674,70.55425183,x
836-fac2,Basic Health Unit,Bhu,Government,Kar Bogha Sharif,Tall,Hangu,Khyber Pakhtunkhwa,33.35806505,70.76314363,Bhu
837-fac2,Rural Health Center,Rhc,Government,Naryab,Tall,Hangu,Khyber Pakhtunkhwa,33.48743913,70.79328414,Rhc
838-fac2,Sub-Health Center,Shc,Government,Shc Doaba,Tall,Hangu,Khyber Pakhtunkhwa,33.42579936,70.73652025,x
839-fac2,Sub-Health Center,Shc,Government,Shc Tora Warai,Tall,Hangu,Khyber Pakhtunkhwa,33.4836503,70.7099672,x
840-fac2,Mch Centre,Mch,Government,Govt. Mch Ctr Thall,Tall,Hangu,Khyber Pakhtunkhwa,33.37020921,70.54539028,x
841-fac2,Basic Health Unit,Bhu,Government,Shinawari,Tall,Hangu,Khyber Pakhtunkhwa,33.51911446,70.80687198,Bhu
842-fac2,Tb,Medical Facilities,Government,Tb Clinic Civil Hospital Thall,Tall,Hangu,Khyber Pakhtunkhwa,33.36858171,70.5547153,x
843-fac2,Tb,Medical Facilities,Government,Tb Clinic Shc Douba,Tall,Hangu,Khyber Pakhtunkhwa,33.42573831,70.73637375,x
844-fac2,Tb,Medical Facilities,Government,Tb Clinic Rhc Naryane,Tall,Hangu,Khyber Pakhtunkhwa,33.48803107,70.79278178,x
845-fac2,General Physician,Clinic,Private,Ali Clinic,Ghazi,Haripur,Khyber Pakhtunkhwa,34.02143966,72.65872283,x
846-fac2,Diagnostic Centre,Medical Services,Private,Imran Medical Store & X-Ray Clinic,Ghazi,Haripur,Khyber Pakhtunkhwa,34.01682504,72.65714527,x
847-fac2,General Physician,Clinic,Private,Shameem Clinic,Ghazi,Haripur,Khyber Pakhtunkhwa,34.031806,72.6558299,x
848-fac2,General Hospitals,Medical Facilities,Private,Sher Khan Surgical Hospital,Ghazi,Haripur,Khyber Pakhtunkhwa,33.98980442,72.61561641,x
849-fac2,General Physician,Clinic,Private,Garib Nawaz Clinic,Ghazi,Haripur,Khyber Pakhtunkhwa,34.00386428,72.66151676,x
850-fac2,General Hospitals,Medical Facilities,Private,Al Hamza Hospital,Ghazi,Haripur,Khyber Pakhtunkhwa,34.01948982,72.6847308,x
851-fac2,Medical Stores,Medical Services,Private,Hayat Medical Store,Ghazi,Haripur,Khyber Pakhtunkhwa,33.98023948,72.5949388,x
852-fac2,Medical Stores,Medical Services,Private,Khawaja Medical Store,Ghazi,Haripur,Khyber Pakhtunkhwa,33.98990301,72.61549257,x
853-fac2,Medical Stores,Medical Services,Private,Hamza Medical Store,Ghazi,Haripur,Khyber Pakhtunkhwa,34.02008909,72.66042051,x
854-fac2,General Physician,Clinic,Private,Dr. Omer Waris Clinic,Ghazi,Haripur,Khyber Pakhtunkhwa,34.00676232,72.6646045,x
855-fac2,General Hospitals,Medical Facilities,Private,Sher Khan Surgical Hospital,Ghazi,Haripur,Khyber Pakhtunkhwa,33.990006,72.615563,x
856-fac2,General Physician,Clinic,Private,Shameem Clinic,Ghazi,Haripur,Khyber Pakhtunkhwa,34.03183,72.655855,x
857-fac2,General Hospitals,Medical Facilities,Government,Old Wapda Hospital,Ghazi,Haripur,Khyber Pakhtunkhwa,34.05629687,72.69171332,x
858-fac2,General Hospitals,Medical Facilities,Government,Wapda Hospital,Ghazi,Haripur,Khyber Pakhtunkhwa,34.03044039,72.66818371,x
859-fac2,Sub-Health Center,Shc,Government,Shc Qazipur,Ghazi,Haripur,Khyber Pakhtunkhwa,33.9930382,72.60353646,x
860-fac2,Sub-Health Center,Shc,Government,Shc Jhamra,Ghazi,Haripur,Khyber Pakhtunkhwa,33.88514518,72.62427255,x
861-fac2,Rural Health Center,Rhc,Government,Ghazi,Ghazi,Haripur,Khyber Pakhtunkhwa,34.02071069,72.65603043,Rhc
862-fac2,Basic Health Unit,Bhu,Government,Kotohara,Ghazi,Haripur,Khyber Pakhtunkhwa,33.96932345,72.66986583,Bhu
863-fac2,Basic Health Unit,Bhu,Government,Salam Khund,Ghazi,Haripur,Khyber Pakhtunkhwa,34.00809463,72.72385854,Bhu
864-fac2,Basic Health Unit,Bhu,Government,Kundi,Ghazi,Haripur,Khyber Pakhtunkhwa,34.03298694,72.71809706,Bhu
865-fac2,Rural Health Center,Rhc,Government,Seri Kot,Ghazi,Haripur,Khyber Pakhtunkhwa,34.04326608,72.77306532,Rhc
866-fac2,Basic Health Unit,Bhu,Government,Buttgali,Ghazi,Haripur,Khyber Pakhtunkhwa,34.32905728,72.81814217,Bhu
867-fac2,Basic Health Unit,Bhu,Government,Dhenda,Ghazi,Haripur,Khyber Pakhtunkhwa,34.32198291,72.77302849,Bhu
