ID,Admin 1,Province PCode,Admin 2,District PCode,Admin 3,Tehsil PCode,Facility,Health Facility Code,Type,,
11514,Sindh,2,Badin,211,MATLI TALUKA,21103,Thari,211025,BHU,,
11511,Sindh,2,Badin,211,MATLI TALUKA,21103,Mir Muhammad Nizamani,211022,BHU,,
11512,Sindh,2,Badin,211,MATLI TALUKA,21103,Nabi Buksh Punjabi,211023,BHU,,
11509,Sindh,2,Badin,211,MATLI TALUKA,21103,Haji Nizamuddin,211020,BHU,,
11510,Sindh,2,Badin,211,MATLI TALUKA,21103,Kapri Mori,211021,BHU,,
11507,Sindh,2,Badin,211,MATLI TALUKA,21103,Gulam Laghari,211018,BHU,,
11508,Sindh,2,Badin,211,MATLI TALUKA,21103,Haji Dodo Khan gishkori,211019,BHU,,
11506,Sindh,2,Badin,211,MATLI TALUKA,21103,Chaudhari Fateh Muhammad,211017,BHU,,
11505,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Abdullah Sammu,211065,CD,,
11503,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Rahoki,211056,BHU,,
11504,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Chak  5,211064,CD,,
11501,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Mataro Mendharo,211050,BHU,,
11502,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Baghli,211055,CD,,
11499,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Medical Centre 20 Bedded Kario Ganwer,211034,Hospital,,
11500,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Khanani Jat,211045,RHC,,
11497,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Tarai,211016,BHU,,
11498,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Khorwah,211031,BHU,,
11496,Sindh,2,Badin,211,GOLARCHI TALUKA,21102,Ahmed Rajo,211012,BHU,,
11495,Sindh,2,Badin,211,BADIN TALUKA,21101,Seerani,211070,CD,,
11493,Sindh,2,Badin,211,BADIN TALUKA,21101,Allahabad,211060,CD,,
11494,Sindh,2,Badin,211,BADIN TALUKA,21101,Mian Noor Muhammad Farooqui,211066,CD,,
11492,Sindh,2,Badin,211,BADIN TALUKA,21101,Ali Murad Chandio,211049,BHU,,
11491,Sindh,2,Badin,211,BADIN TALUKA,21101,Nindo Shahar,211043,RHC,,
11490,Sindh,2,Badin,211,BADIN TALUKA,21101,Fazal Muhammad Talpur,211042,RHC,,
11489,Sindh,2,Badin,211,BADIN TALUKA,21101,Kadhan,211040,RHC,,
11488,Sindh,2,Badin,211,BADIN TALUKA,21101,Civil Hospital Badin,211033,CH,,
11486,Sindh,2,Badin,211,BADIN TALUKA,21101,Yousuf Shah,211010,BHU,,
11487,Sindh,2,Badin,211,BADIN TALUKA,21101,Yousuf Soomro,211011,BHU,,
11484,Sindh,2,Shikarpur,233,Khanpur,23302,GD Haji Zangi Khan Brohi,233059,GD,,
11485,Sindh,2,Shikarpur,233,Khanpur,23302,BHU Garhi Budhal,233018,BHU,,
11483,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Wazirabad,233033,BHU,,
11482,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Nabi Shah Wagan,233014,BHU,,
11481,Sindh,2,Shikarpur,233,Shikarpur,23304,DHQ Shikarpur,233046,DHQ,,
11479,Sindh,2,Shikarpur,233,Khanpur,23302,GD Khadim Hussain Jatoi,233060,GD,,
11480,Sindh,2,Shikarpur,233,Shikarpur,23304,GH Ganga Bai,233045,GH,,
11478,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Taib,233032,BHU,,
11476,Sindh,2,Shikarpur,233,Shikarpur,23304,RHC Sultankot,233056,RHC,,
11477,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Dhani Bux Malik,233024,BHU,,
11475,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Jamro,233026,BHU,,
11474,Sindh,2,Shikarpur,233,Khanpur,23302,GD Qadir Bux Pahore,233063,GD,,
11473,Sindh,2,Shikarpur,233,Khanpur,23302,BHU Haji Khan Kalhoro,233020,BHU,,
11471,Sindh,2,Shikarpur,233,Khanpur,23302,RHC Napirabad,233054,RHC,,
11472,Sindh,2,Shikarpur,233,Khanpur,23302,BHU Mohammad Panhwar,233021,BHU,,
11470,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Esso Tanwari,233025,BHU,,
11468,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Rustam,233030,BHU,,
11469,Sindh,2,Shikarpur,233,Lakhi,23303,MCH Ali Abad,233049,MCH,,
11466,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Ruk,233016,BHU,,
11467,Sindh,2,Shikarpur,233,Lakhi,23303,GD Borriri,233069,GD,,
11465,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Jhali kalwari,233010,BHU,,
11464,Sindh,2,Shikarpur,233,Khanpur,23302,RHC Rahimabad,233053,RHC,,
11463,Sindh,2,Shikarpur,233,Khanpur,23302,GD Sardarpur,233040,GD,,
11461,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Jahangeer Thaheem,233009,BHU,,
11462,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Nim,233015,BHU,,
11460,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Dodo Detho,233007,BHU,,
11458,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Jehan Khan,233057,BHU,,
11459,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Soomar Khan,233058,BHU,,
11457,Sindh,2,Shikarpur,233,Lakhi,23303,GD M. Mithal Jatoi,233061,GD,,
11455,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Mirzapur,233013,BHU,,
11456,Sindh,2,Shikarpur,233,Garhi Yasin,23301,GD Aya Jo Goth,233065,GD,,
11454,Sindh,2,Shikarpur,233,Khanpur,23302,RHC Mian Sahib,233022,RHC,,
11453,Sindh,2,Shikarpur,233,Khanpur,23302,BHU Mahmooda Bagh,233028,BHU,,
11451,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Tarae,233017,BHU,,
11452,Sindh,2,Shikarpur,233,Garhi Yasin,23301,GH Madeji ,233042,GH,,
11450,Sindh,2,Shikarpur,233,Shikarpur,23304,BHU Haji Khan Brohi,233036,BHU,,
11449,Sindh,2,Shikarpur,233,Shikarpur,23304,GD M. Hayat Junejo,233071,GD,,
11448,Sindh,2,Shikarpur,233,Shikarpur,23304,GD New Lalyoon,233070,GD,,
11447,Sindh,2,Shikarpur,233,Lakhi,23303,THQ Lakhi,233044,THQ,,
11446,Sindh,2,Shikarpur,233,Khanpur,23302,RHC Khanpur,233052,RHC,,
11445,Sindh,2,Shikarpur,233,Shikarpur,23304,BHU Darwesh Kakepota,233035,BHU,,
11444,Sindh,2,Shikarpur,233,Shikarpur,23304,BHU Jaggan,233038,BHU,,
11443,Sindh,2,Shikarpur,233,Shikarpur,23304,BHU Hamayoon,233037,BHU,,
11442,Sindh,2,Shikarpur,233,Shikarpur,23304,GD Chodiyo Sadhayo,233041,GD,,
11441,Sindh,2,Shikarpur,233,Garhi Yasin,23301,RHC Garhi Yasin,233051,RHC,,
11440,Sindh,2,Shikarpur,233,Khanpur,23302,BHU Garhi Tego,233019,BHU,,
11439,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Maroon Kekepota,233012,BHU,,
11438,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Gaheja,233008,BHU,,
11437,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Dakhan,233006,BHU,,
11436,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Ali Khan,233001,BHU,,
11435,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Chatto Mangi,233005,BHU,,
11434,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Baddo,233004,BHU,,
11432,Sindh,2,Shikarpur,233,Lakhi,23303,MC Bhirkan,233047,MCH,,
11433,Sindh,2,Shikarpur,233,Lakhi,23303,RHC Chak,233055,RHC,,
11431,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Nimoro,233029,BHU,,
11430,Sindh,2,Shikarpur,233,Lakhi,23303,GD Budh Goth,233067,GD,,
11429,Sindh,2,Shikarpur,233,Lakhi,23303,GD Bhirkan,233062,GD,,
11428,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Kabalo,233011,BHU,,
11427,Sindh,2,Shikarpur,233,Garhi Yasin,23301,BHU Amrot Sharif,233003,BHU,,
11426,Sindh,2,Shikarpur,233,Lakhi,23303,BHU Abdu,233023,BHU,,
11425,Sindh,2,Kashmore,235,Kashmore,23502,BHU Malguzar Sohriani,235018,BHU,,
11423,Sindh,2,Kashmore,235,Kashmore,23502,GD Ghous Bux,235017,GD,,
11424,Sindh,2,Kashmore,235,Kashmore,23502,BHU Zoorgarh,235093,BHU,,
11422,Sindh,2,Kashmore,235,Tangwani,23503,BHU Bijar Khan Bijarani,235100,BHU,,
11421,Sindh,2,Kashmore,235,Tangwani,23503,BHU Ghulam Sarwar Sarki,235015,BHU,,
11420,Sindh,2,Kashmore,235,Tangwani,23503,GD Hafeezullah,235014,GD,,
11419,Sindh,2,Kashmore,235,Tangwani,23503,GD Kajlo Khan,235019,GD,,
11418,Sindh,2,Kashmore,235,Kashmore,23502,BHU Mohammad Khan Mazari,235031,BHU,,
11417,Sindh,2,Kashmore,235,Kashmore,23502,GD Azeem Golo,235013,GD,,
11416,Sindh,2,Kashmore,235,Tangwani,23503,BHU Sheer Mohammad Bijarani,235033,BHU,,
11415,Sindh,2,Kashmore,235,Tangwani,23503,BHU Rasaldar,235022,BHU,,
11414,Sindh,2,Kashmore,235,Tangwani,23503,GD 27 Mole,235012,GD,,
11413,Sindh,2,Kashmore,235,Tangwani,23503,GD Rehmatullah Bijarani,235011,GD,,
11412,Sindh,2,Kashmore,235,Tangwani,23503,BHU Saeed Khan Rind,235088,BHU,,
11411,Sindh,2,Kashmore,235,Tangwani,23503,BHU Abdul Qadir Bhayo,235084,BHU,,
11410,Sindh,2,Kashmore,235,Tangwani,23503,GD Gurgage,235085,GD,,
11408,Sindh,2,Kashmore,235,Kashmore,23502,GD Unani Shifa Khan,235010,GD,,
11409,Sindh,2,Kashmore,235,Kashmore,23502,BHU Kumb,235094,BHU,,
11407,Sindh,2,Kashmore,235,Kashmore,23502,BHU Khewali,235030,BHU,,
11405,Sindh,2,Kashmore,235,Kashmore,23502,THQ Kashmore,235054,THQ,,
11406,Sindh,2,Kashmore,235,Kashmore,23502,GD Kashmore Colony,235059,GD,,
11403,Sindh,2,Kashmore,235,Kashmore,23502,GD Mehrab Mazari,235095,GD,,
11404,Sindh,2,Kashmore,235,Kashmore,23502,MCH Kashmore,235064,MCH,,
11402,Sindh,2,Kashmore,235,Tangwani,23503,RHC Karampur,235070,RHC,,
11400,Sindh,2,Kashmore,235,Tangwani,23503,GD Nasrullah,235103,GD,,
11401,Sindh,2,Kashmore,235,Tangwani,23503,BHU Dayani,235075,BHU,,
11399,Sindh,2,Kashmore,235,Tangwani,23503,GD Mushtaq Bijarani,235009,GD,,
11397,Sindh,2,Kashmore,235,Kandhkot,23501,BHU Mohammad Usman Khoso,235008,BHU,,
11398,Sindh,2,Kashmore,235,Kandhkot,23501,THQ Kandhkot,235058,THQ,,
11396,Sindh,2,Kashmore,235,Tangwani,23503,GD Mando Khan Jakhrani,235007,GD,,
11395,Sindh,2,Kashmore,235,Kandhkot,23501,BHU Sardarabad,235023,BHU,,
11394,Sindh,2,Kashmore,235,Kandhkot,23501,GD Jam Sunharo Chachar,235006,GD,,
11393,Sindh,2,Kashmore,235,Tangwani,23503,RHC Tangwani,235071,RHC,,
11392,Sindh,2,Kashmore,235,Tangwani,23503,BHU Peer Jan Bajkani,235005,BHU,,
11391,Sindh,2,Kashmore,235,Kashmore,23502,BHU Gullenpur,235028,BHU,,
11390,Sindh,2,Kashmore,235,Kashmore,23502,GD Sardar Khoso,235092,GD,,
11389,Sindh,2,Kashmore,235,Kandhkot,23501,RHC Ghouspur,235069,RHC,,
11388,Sindh,2,Kashmore,235,Kashmore,23502,BHU Deen Mohammad Kosh,235026,BHU,,
11387,Sindh,2,Kashmore,235,Kandhkot,23501,GD Nawab Khan Dahani,235004,GD,,
11386,Sindh,2,Kashmore,235,Kandhkot,23501,BHU Ali Mohammad Khoso,235016,BHU,,
11385,Sindh,2,Kashmore,235,Kandhkot,23501,BHU Darri,235074,BHU,,
11383,Sindh,2,Kashmore,235,Kashmore,23502,RHC Bakhshapur,235078,RHC,,
11384,Sindh,2,Kashmore,235,Tangwani,23503,GD Illahi Bux,235003,GD,,
11382,Sindh,2,Kashmore,235,Kashmore,23502,BHU Badani,235025,BHU,,
11381,Sindh,2,Kashmore,235,Kashmore,23502,GD Khahi (AR Bhutto),235002,GD,,
11380,Sindh,2,Kashmore,235,Kandhkot,23501,BHU Jahan Khan Bhangwar,235001,BHU,,
11379,Sindh,2,Kambar,234,Warah,23407,THQ Warah,234064,THQ,,
11378,Sindh,2,Kambar,234,Warah,23407,GD Lar Bhan,234104,GD,,
11377,Sindh,2,Kambar,234,Warah,23407,GD Sawai Chandio,234102,GD,,
11376,Sindh,2,Kambar,234,Warah,23407,GD Jahan Khan Marfani,234103,GD,,
11375,Sindh,2,Kambar,234,Warah,23407,RHC Waggan,234073,RHC,,
11374,Sindh,2,Kambar,234,Warah,23407,BHU Datoo Teewno,234047,BHU,,
11373,Sindh,2,Kambar,234,Sijawal,23406,BHU Thoof Chosul,234034,BHU,,
11372,Sindh,2,Kambar,234,Sijawal,23406,GD Tharo Wadho,234307,GD,,
11371,Sindh,2,Kambar,234,Sijawal,23406,GD Sijawal,234821,GD,,
11370,Sindh,2,Kambar,234,Sijawal,23406,BHU Arzi Bhutto,234029,BHU,,
11369,Sindh,2,Kambar,234,Shahdadkot,23405,MCH Shahdadkot,234085,MCH,,
11368,Sindh,2,Kambar,234,Shahdadkot,23405,THQ Shahdadkot,234063,THQ,,
11367,Sindh,2,Kambar,234,Kambar,23401,GD Mena,234113,GD,,
11366,Sindh,2,Kambar,234,Kambar,23401,BHU Kot Ghulam Shah,234018,BHU,,
11365,Sindh,2,Kambar,234,Qubo Saeed Khan,23404,RHC Qubo Saeed Khan,234070,RHC,,
11364,Sindh,2,Kambar,234,Nasirabad,23403,RHC Nasirabad,234072,RHC,,
11363,Sindh,2,Kambar,234,Nasirabad,23403,GD Mir Mohammad Kalhoro,234306,GD,,
11362,Sindh,2,Kambar,234,Nasirabad,23403,MCH Nasirabad,234144,MCH,,
11361,Sindh,2,Kambar,234,Nasirabad,23403,GD Mirza junejo,234099,GD,,
11359,Sindh,2,Kambar,234,Nasirabad,23403,BHU Wadho Kalhoro,234078,BHU,,
11360,Sindh,2,Kambar,234,Nasirabad,23403,GD Hetam Soho,234106,GD,,
11357,Sindh,2,Kambar,234,Miro Khan,23402,THQ Miro Khan,234061,THQ,,
11358,Sindh,2,Kambar,234,Miro Khan,23402,BHU Bhambho Khan,234030,BHU,,
11356,Sindh,2,Kambar,234,Nasirabad,23403,BHU Miandad Chijni,234053,BHU,,
11355,Sindh,2,Kambar,234,Warah,23407,BHU Hamal,234305,BHU,,
11353,Sindh,2,Kambar,234,Sijawal,23406,GD Hyder Detho,234303,GD,,
11354,Sindh,2,Kambar,234,Sijawal,23406,GD Ubedullah Mastoi,234304,GD,,
11351,Sindh,2,Kambar,234,Nasirabad,23403,GD Allah Rakhio Jalbani,234105,GD,,
11352,Sindh,2,Kambar,234,Warah,23407,BHU Lalu Raunk,234052,BHU,,
11350,Sindh,2,Kambar,234,Nasirabad,23403,BHU Khuda Bux Wahocho,234051,BHU,,
11348,Sindh,2,Kambar,234,Nasirabad,23403,GD Dedar,234136,GD,,
11349,Sindh,2,Kambar,234,Warah,23407,BHU Khandu,234050,BHU,,
11347,Sindh,2,Kambar,234,Nasirabad,23403,BHU Khairpur Juso,234017,BHU,,
11346,Sindh,2,Kambar,234,Miro Khan,23402,BHU Khabar,234033,BHU,,
11345,Sindh,2,Kambar,234,Miro Khan,23402,GD Daleel Buriro,234115,GD,,
11344,Sindh,2,Kambar,234,Sijawal,23406,GD Ghulam Rasool Magsi,234114,GD,,
11342,Sindh,2,Kambar,234,Kambar,23401,GD Chajjra,234107,GD,,
11343,Sindh,2,Kambar,234,Miro Khan,23402,BHU Ghulam Ali Magsi,234032,BHU,,
11341,Sindh,2,Kambar,234,Kambar,23401,THQ Kambar,234058,THQ,,
11339,Sindh,2,Kambar,234,Kambar,23401,BHU Ghazi Khan Khuhawer,234014,BHU,,
11340,Sindh,2,Kambar,234,Kambar,23401,BHU Mohammad Ali Gurmani,234019,BHU,,
11338,Sindh,2,Kambar,234,Kambar,23401,GD Jean Abro,234108,GD,,
11337,Sindh,2,Kambar,234,Kambar,23401,GD Nourang,234109,GD,,
11336,Sindh,2,Kambar,234,Shahdadkot,23405,RHC Umeed Ali Junejo,234071,RHC,,
11335,Sindh,2,Kambar,234,Shahdadkot,23405,GD Ghulam Kambar Jatoi,234116,GD,,
11334,Sindh,2,Kambar,234,Shahdadkot,23405,GD Abdul Wahab Khoso,234117,GD,,
11333,Sindh,2,Kambar,234,Qubo Saeed Khan,23404,BHU Mirpur Buriro,234045,BHU,,
11332,Sindh,2,Kambar,234,Nasirabad,23403,BHU Ghogharo,234016,BHU,,
11330,Sindh,2,Kambar,234,Kambar,23401,GD Gaibi Dero,234013,GD,,
11331,Sindh,2,Kambar,234,Warah,23407,BHU Gaji Khuhawar,234049,BHU,,
11329,Sindh,2,Kambar,234,Sijawal,23406,GD Lukman Siyal,234138,GD,,
11328,Sindh,2,Kambar,234,Sijawal,23406,GD Kot Lal Bux Mahesar,234001,GD,,
11327,Sindh,2,Kambar,234,Nasirabad,23403,BHU Maroo Dera,234083,BHU,,
11326,Sindh,2,Kambar,234,Nasirabad,23403,GD Dera,234048,GD,,
11325,Sindh,2,Kambar,234,Kambar,23401,BHU Thori Bijar,234020,BHU,,
11323,Sindh,2,Kambar,234,Kambar,23401,GD Khair Mohammad Kartio,234111,GD,,
11324,Sindh,2,Kambar,234,Kambar,23401,GD Noor Mohammad Shaikh,234012,GD,,
11321,Sindh,2,Kambar,234,Kambar,23401,BHU Ghathar,234015,BHU,,
11322,Sindh,2,Kambar,234,Kambar,23401,GD Ber Sharif,234121,GD,,
11320,Sindh,2,Kambar,234,Miro Khan,23402,BHU Behran,234031,BHU,,
11319,Sindh,2,Kambar,234,Shahdadkot,23405,BHU Chakyani,234043,BHU,,
11318,Sindh,2,Kambar,234,Shahdadkot,23405,BHU Aitbar Khan Chandio,234042,BHU,,
11316,Sindh,2,Kambar,234,Warah,23407,GD Kando,234101,GD,,
11317,Sindh,2,Kambar,234,Shahdadkot,23405,BHU Mohammad Khan Bhutto,234302,BHU,,
11314,Sindh,2,Larkana,232,Dokri,23201,BHU Usman Kalhoro,232011,BHU,,
11315,Sindh,2,Kambar,234,Warah,23407,GD Shifa Khana Gul Buriro,234301,GD,,
11313,Sindh,2,Larkana,232,Ratodero,23204,GD Mehir Buriro,232094,GD,,
11312,Sindh,2,Larkana,232,Ratodero,23204,BHU Wasayo Bhutto,232093,BHU,,
11311,Sindh,2,Larkana,232,Ratodero,23204,BHU Waris Dino Machi,232041,BHU,,
11310,Sindh,2,Larkana,232,Ratodero,23204,GD Wada Bosan,770806,GD,,
11308,Sindh,2,Larkana,232,Dokri,23201,GD Tatri,770805,GD,,
11309,Sindh,2,Larkana,232,Dokri,23201,BHU Veehar,232012,BHU,,
11307,Sindh,2,Larkana,232,Dokri,23201,BHU Seehar,232010,BHU,,
11305,Sindh,2,Larkana,232,Ratodero,23204,BHU Saidudero,232056,BHU,,
11306,Sindh,2,Larkana,232,Ratodero,23204,GD Kot Bhutto,232139,GD,,
11304,Sindh,2,Larkana,232,Ratodero,23204,BHU Masoodero,232040,BHU,,
11303,Sindh,2,Larkana,232,Ratodero,23204,THQ Ratodero,232062,THQ,,
11301,Sindh,2,Larkana,232,Bakrani,23203,GD Mangria,232135,GD,,
11302,Sindh,2,Larkana,232,Bakrani,23203,GD Rasheed Wagan,232027,GD,,
11300,Sindh,2,Larkana,232,Bakrani,23203,BHU New Gudd,232008,BHU,,
11299,Sindh,2,Larkana,232,Larkana,23203,BHU Shahabad,232028,BHU,,
11298,Sindh,2,Larkana,232,Larkana,23203,GD Dodo Senhri,232088,BHU,,
11297,Sindh,2,Larkana,232,Ratodero,23204,GD Abad Bhutto,232140,GD,,
11296,Sindh,2,Larkana,232,Ratodero,23204,GD Panjudero ,232134,GD,,
11295,Sindh,2,Larkana,232,Ratodero,23204,BHU Khan Wah,232038,BHU,,
11293,Sindh,2,Larkana,232,Ratodero,23204,BHU Peer Bux Bhutto,232074,BHU,,
11294,Sindh,2,Larkana,232,Ratodero,23204,RHC Garhi Khuda Bux,232068,RHC,,
11292,Sindh,2,Larkana,232,Bakrani,23203,BHU Pathan,232009,BHU,,
11291,Sindh,2,Larkana,232,Ratodero,23204,MCH Naudero,232143,MCH,,
11290,Sindh,2,Larkana,232,Ratodero,23204,RHC Naudero,232069,RHC,,
11289,Sindh,2,Larkana,232,Bakrani,23203,GD Hesab Chandio,232080,GD,,
11287,Sindh,2,Larkana,232,Bakrani,23203,BHU Haji Dhadhro,232025,BHU,,
11288,Sindh,2,Larkana,232,Bakrani,23203,GD Baqa pur,232131,GD,,
11286,Sindh,2,Larkana,232,Bakrani,23203,BHU Bakhar Karira,232006,BHU,,
11284,Sindh,2,Larkana,232,Bakrani,23203,BHU Mad Bahoo,232090,BHU,,
11285,Sindh,2,Larkana,232,Bakrani,23203,BHU Sono Jatoi,232089,BHU,,
11283,Sindh,2,Larkana,232,Bakrani,23203,MCH Bakrani,770804,MCH,,
11281,Sindh,2,Larkana,232,Larkana,23203,GD Nazar Mohalla,232112,GD,,
11282,Sindh,2,Larkana,232,Larkana,23203,MCH Murad Wahan,232055,MCH,,
11280,Sindh,2,Larkana,232,Larkana,23203,GD Gajan pur,770803,GD,,
11279,Sindh,2,Larkana,232,Larkana,23203, Leprocy Center,770802,GD,,
11277,Sindh,2,Larkana,232,Larkana,23203,BHU Kothi,232123,BHU,,
11278,Sindh,2,Larkana,232,Larkana,23203,CMCH Larkana,770807,Teaching hospital,,
11276,Sindh,2,Larkana,232,Larkana,23203,BHU Sajan Sanghi,232082,BHU,,
11274,Sindh,2,Larkana,232,Ratodero,23204,BHU Jumo Agham,232037,BHU,,
11275,Sindh,2,Larkana,232,Dokri,23201,BHU Karani,232005,BHU,,
11273,Sindh,2,Larkana,232,Bakrani,23203,RHC Gerello,232004,RHC,,
11272,Sindh,2,Larkana,232,Larkana,23203,GD Mahota,232066,GD,,
11271,Sindh,2,Larkana,232,Larkana,23203,BHU Fateh pur,232024,BHU,,
11270,Sindh,2,Larkana,232,Larkana,23203,GD Kanga,232130,GD,,
11269,Sindh,2,Larkana,232,Dokri,23201,GD Gujjar,232092,GD,,
11267,Sindh,2,Larkana,232,Larkana,23203,BHU Dhamrah,232023,BHU,,
11268,Sindh,2,Larkana,232,Dokri,23201,THQ Dokri,232057,THQ,,
11266,Sindh,2,Larkana,232,Larkana,23203,GD Arija,232086,GD,,
11265,Sindh,2,Larkana,232,Larkana,23203,BHU Bero Chandio,232022,BHU,,
11264,Sindh,2,Larkana,232,Ratodero,23204,BHU Khairodero,232133,BHU,,
11263,Sindh,2,Larkana,232,Ratodero,23204,BHU Lashari,232039,BHU,,
11261,Sindh,2,Larkana,232,Ratodero,23204,GD KT Mumtaz,232147,GD,,
11262,Sindh,2,Larkana,232,Ratodero,23204,RHC Bangul dero,232035,RHC,,
11260,Sindh,2,Larkana,232,Ratodero,23204,GD Shahani,232097,GD,,
11258,Sindh,2,Larkana,232,Ratodero,23204,BHU Ezat ji wandh,232036,BHU,,
11259,Sindh,2,Larkana,232,Ratodero,23204,GD Bahman,232096,GD,,
11257,Sindh,2,Larkana,232,Ratodero,23204,GD Bhoonbhat pur,232098,GD,,
11256,Sindh,2,Larkana,232,Dokri,23201,BHU Moen-jo-Daro,232007,BHU,,
11255,Sindh,2,Larkana,232,Dokri,23201,GD Lal Bux,770801,GD,,
11254,Sindh,2,Larkana,232,Dokri,23201,RHC Badah,232067,RHC,,
11252,Sindh,2,Larkana,232,Larkana,23203,BHU Aakil,232021,BHU,,
11253,Sindh,2,Larkana,232,Bakrani,23203,BHU Arija,232003,BHU,,
11251,Sindh,2,Larkana,232,Larkana,23203,GD Aagani,232087,GD,,
11249,Sindh,2,Sukkur,244,Rohri,24402,BHU Darawahan,244066,BHU,,
11250,Sindh,2,Sukkur,244,Sukkur,24404,ADC Dispensary,244067,GH,,
11248,Sindh,2,Sukkur,244,Rohri,24402,BHU Kandri,244031,BHU,,
11246,Sindh,2,Sukkur,244,Salehpat,24403,GD Janooji Village Sehta,244122,GD,,
11247,Sindh,2,Sukkur,244,Salehpat,24403,BHU Gagro,244112,BHU,,
11245,Sindh,2,Sukkur,244,Sukkur,24404,GD Naseerabad,244106,GD,,
11244,Sindh,2,Sukkur,244,Sukkur,24404,GD Jaffarabad,244105,GD,,
11243,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Sultanpur,244025,BHU,,
11242,Sindh,2,Sukkur,244,Sukkur,24404,GD Microway,244002,GD,,
11241,Sindh,2,Sukkur,244,Sukkur,24404,BHU New pind,244039,BHU,,
11240,Sindh,2,Sukkur,244,Rohri,24402,RHC Trighatti,244098,RHC,,
11239,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Qasimpur,244024,BHU,,
11238,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Nirch,244022,BHU,,
11236,Sindh,2,Sukkur,244,Salehpat,24403,GD Riazabad,244065,GD,,
11237,Sindh,2,Sukkur,244,Salehpat,24403,BHU Salehpat,244033,BHU,,
11235,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Samo Chachar,244110,BHU,,
11234,Sindh,2,Sukkur,244,Rohri,24402,THQ Rohri,244088,THQ,,
11232,Sindh,2,Sukkur,244,Rohri,24402,BHU Patni,244032,BHU,,
11233,Sindh,2,Sukkur,244,Sukkur,24404,GMC Teaching Hospital,244090,Teaching hospital,,
11231,Sindh,2,Sukkur,244,Pano Akil,24401,THQ Pano Akil,244087,THQ,,
11230,Sindh,2,Sukkur,244,Rohri,24402,BHU Dubar,244029,BHU,,
11229,Sindh,2,Sukkur,244,Sukkur,24404,MCH Bibi Fatimat u Zehra,244121,MCH,,
11228,Sindh,2,Sukkur,244,Pano Akil,24401,GD Faiz Muhammad Jatoi,244064,BHU,,
11227,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Nouraja,244023,BHU,,
11226,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Haji Khan Chachar,244019,BHU,,
11225,Sindh,2,Sukkur,244,Sukkur,24404,GH Anwar Paracha hospital,244001,GH,,
11224,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Thikratho,244026,BHU,,
11223,Sindh,2,Sukkur,244,Pano Akil,24401,GD Mubarakpur,244107,GD,,
11221,Sindh,2,Sukkur,244,Rohri,24402,RHC Kandhra,244097,RHC,,
11222,Sindh,2,Sukkur,244,Rohri,24402,BHU Tando Thatti,244034,BHU,,
11220,Sindh,2,Sukkur,244,Rohri,24402,BHU Lutuf Ali Jagirani,244109,BHU,,
11218,Sindh,2,Sukkur,244,Sukkur,24404,UHU Azizabad,244108,UHU,,
11219,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Hingoro,244020,BHU,,
11217,Sindh,2,Sukkur,244,Rohri,24402,BHU Fakirabad,244030,BHU,,
11215,Sindh,2,Sukkur,244,Pano Akil,24401,BHU Dadloi,244018,BHU,,
